dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20191025,230000,0,0.09,0,214.8,43.6,0
20191025,230100,0,0.09,0,214.8,43.6,0
20191025,230200,0,0.09,0,214.8,43.8,0
20191025,230300,0,0.09,0,214.8,43.8,0
20191025,230400,0,0.09,0,214.8,44,0
20191025,230500,0,0.09,0,214.8,44,0
20191025,230600,0,0.09,0,214.8,44,0
20191025,230700,0,0.09,0,214.8,44,0
20191025,230800,0,0.09,0,214.8,44,0
20191025,230900,0,0.09,0,214.8,44,0
20191025,231000,0,0.09,0,214.8,44,0
20191025,231100,0,0.09,0,214.8,44,0
20191025,231200,0,0.09,0,214.8,44,0
20191025,231300,0,0.09,0,214.8,44,0
20191025,231400,0,0.09,0,214.8,44,0
20191025,231500,0,0.09,0,214.8,44,0
20191025,231600,0,0.09,0,214.8,43.7,0
20191025,231700,0,0.09,0,214.8,43.7,0
20191025,231800,0,0.09,0,214.8,43.6,0
20191025,231900,0,0.09,0,214.8,43.6,0
20191025,232000,0,0.09,0,214.8,43.7,0
20191025,232100,0,0.09,0,214.8,43.7,0
20191025,232200,0,0.09,0,214.8,43.7,0
20191025,232300,0,0.09,0,214.8,43.7,0
20191025,232400,0,0.09,0,214.8,43.7,0
20191025,232500,0,0.09,0,214.8,43.7,0
20191025,232600,0,0.09,0,214.8,43.8,0
20191025,232700,0,0.09,0,214.8,44.1,0
20191025,232800,0,0.09,0,214.8,44.3,0
20191025,232900,0,0.09,0,214.8,44.4,0
20191025,233000,0,0.09,0,214.8,44.6,0
20191025,233100,0,0.09,0,214.8,44.6,0
20191025,233200,0,0.09,0,214.8,44.5,0
20191025,233300,0,0.09,0,214.8,44.3,0
20191025,233400,0,0.09,0,214.8,44.3,0
20191025,233500,0,0.09,0,214.8,44.3,0
20191025,233600,0,0.09,0,214.8,44.3,0
20191025,233700,0,0.09,0,214.8,44.3,0
20191025,233800,0,0.09,0,214.8,44.3,0
20191025,233900,0,0.09,0,214.8,44.3,0
20191025,234000,0,0.09,0,214.8,44.3,0
20191025,234100,0,0.09,0,214.8,44.3,0
20191025,234200,0,0.09,0,214.8,44.3,0
20191025,234300,0,0.09,0,214.8,44.4,0
20191025,234400,0,0.09,0,214.8,44.4,0
20191025,234500,0,0.09,0,214.8,44.2,0
20191025,234600,0,0.09,0,214.8,44.2,0
20191025,234700,0,0.09,0,214.8,43.8,0
20191025,234800,0,0.09,0,214.8,43.8,0
20191025,234900,0,0.09,0,214.8,43.7,0
20191025,235000,0,0.09,0,214.8,43.7,0
20191025,235100,0,0.09,0,214.8,43.6,0
20191025,235200,0,0.09,0,214.8,43.6,0
20191025,235300,0,0.09,0,214.8,43.6,0
20191025,235400,0,0.09,0,214.8,43.6,0
20191025,235500,0,0.09,0,214.8,43.7,0
20191025,235600,0,0.09,0,214.8,43.7,0
20191025,235700,0,0.09,0,214.8,43.8,0
20191025,235800,0,0.09,0,214.8,43.8,0
20191025,235900,0,0.09,0,214.8,43.9,0
20191025,0,0,0,5093183180494056e43,10613906469596689e76,0,0
20191025,100,0,0,0,10613906469596689e76,43.8,0
20191025,200,0,0,0,10613906469596689e76,43.8,0
20191025,300,0,0,0,10613906469596689e76,43.7,0
20191025,400,0,0,0,10613906469596689e76,43.7,0
20191025,500,0,0,0,10613906469596689e76,43.7,0
20191025,600,0,0,0,10613906469596689e76,43.7,0
20191025,700,0,0,0,10613906469596689e76,43.7,0
20191025,800,0,0,0,10613906469596689e76,43.7,0
20191025,900,0,0,0,10613906469596689e76,43.7,0
20191025,1000,0,0,0,10613906469596689e76,43.8,0
20191025,1100,0,0,0,10613906469596689e76,43.9,0
20191025,1200,0,0,0,10613906469596689e76,43.9,0
20191025,1300,0,0,0,10613906469596689e76,43.9,0
20191025,1400,0,0,0,10613906469596689e76,43.8,0
20191025,1500,0,0,0,10613906469596689e76,43.8,0
20191025,1600,0,0,0,10613906469596689e76,44.1,0
20191025,1700,0,0,0,10613906469596689e76,44.3,0
20191025,1800,0,0,0,10613906469596689e76,44.3,0
20191025,1900,0,0,0,10613906469596689e76,44.4,0
20191025,2000,0,0,0,10613906469596689e76,44.4,0
20191025,2100,0,0,0,10613906469596689e76,44.4,0
20191025,2200,0,0,0,10613906469596689e76,44.4,0
20191025,2300,0,0,0,10613906469596689e76,44.4,0
20191025,2400,0,0,0,10613906469596689e76,44.5,0
20191025,2500,0,0,0,10613906469596689e76,44.5,0
20191025,2600,0,0,0,10613906469596689e76,44.6,0
20191025,2700,0,0,0,10613906469596689e76,44.6,0
20191025,2800,0,0,0,10613906469596689e76,44.6,0
20191025,2900,0,0,0,10613906469596689e76,44.6,0
20191025,3000,0,0,0,10613906469596689e76,44.4,0
20191025,3100,0,0,0,10613906469596689e76,44.4,0
20191025,3200,0,0,0,10613906469596689e76,44.3,0
20191025,3300,0,0,0,10613906469596689e76,44.3,0
20191025,3400,0,0,0,10613906469596689e76,44.2,0
20191025,3500,0,0,0,10613906469596689e76,44.2,0
20191025,3600,0,0,0,10613906469596689e76,43.7,0
20191025,3700,0,0,0,10613906469596689e76,43.7,0
20191025,3800,0,0,0,10613906469596689e76,43.5,0
20191025,3900,0,0,0,10613906469596689e76,43.5,0
20191025,4000,0,0,0,10613906469596689e76,43.6,0
20191025,4100,0,0,0,10613906469596689e76,43.6,0
20191025,4200,0,0,0,10613906469596689e76,43.6,0
20191025,4300,0,0,0,10613906469596689e76,43.6,0
20191025,4400,0,0,0,10613906469596689e76,43.6,0
20191025,4500,0,0,0,10613906469596689e76,43.5,0
20191025,4600,0,0,0,10613906469596689e76,43.5,0
20191025,4700,0,0,0,10613906469596689e76,43.4,0
20191025,4800,0,0,0,10613906469596689e76,43.4,0
20191025,4900,0,0,0,10613906469596689e76,43.3,0
20191025,5000,0,0,0,10613906469596689e76,43.3,0
20191025,5100,0,0,0,10613906469596689e76,43.3,0
20191025,5200,0,0,0,10613906469596689e76,43.3,0
20191025,5300,0,0,0,10613906469596689e76,43.3,0
20191025,5400,0,0,0,10613906469596689e76,43.3,0
20191025,5500,0,0,0,10613906469596689e76,43.3,0
20191025,5600,0,0,0,10613906469596689e76,43.3,0
20191025,5700,0,0,0,10613906469596689e76,43.4,0
20191025,5800,0,0,0,10613906469596689e76,43.4,0
20191025,5900,0,0,0,10613906469596689e76,43.5,0
20191025,10000,0,0,0,10613906469596689e76,43.4,0
20191025,10100,0,0,0,10613906469596689e76,43.4,0
20191025,10200,0,0,0,10613906469596689e76,43.4,0
20191025,10300,0,0,0,10613906469596689e76,43.5,0
20191025,10400,0,0,0,10613906469596689e76,43.7,0
20191025,10500,0,0,0,10613906469596689e76,43.9,0
20191025,10600,0,0,0,10613906469596689e76,44,0
20191025,10700,0,0,0,10613906469596689e76,44,0
20191025,10800,0,0,0,10613906469596689e76,44,0
20191025,10900,0,0,0,10613906469596689e76,44,0
20191025,11000,0,0,0,10613906469596689e76,44,0
20191025,11100,0,0,0,10613906469596689e76,44.1,0
20191025,11200,0,0,0,10613906469596689e76,44.1,0
20191025,11300,0,0,0,10613906469596689e76,44.2,0
20191025,11400,0,0,0,10613906469596689e76,44.2,0
20191025,11500,0,0,0,10613906469596689e76,44.6,0
20191025,11600,0,0,0,10613906469596689e76,44.6,0
20191025,11700,0,0,0,10613906469596689e76,44.8,0
20191025,11800,0,0,0,10613906469596689e76,44.8,0
20191025,11900,0,0,0,10613906469596689e76,44.8,0
20191025,12000,0,0,0,10613906469596689e76,44.8,0
20191025,12100,0,0,0,10613906469596689e76,44.9,0
20191025,12200,0,0,0,10613906469596689e76,44.9,0
20191025,12300,0,0,0,10613906469596689e76,44.6,0
20191025,12400,0,0,0,10613906469596689e76,44.6,0
20191025,12500,0,0,0,10613906469596689e76,44.5,0
20191025,12600,0,0,0,10613906469596689e76,44.5,0
20191025,12700,0,0,0,10613906469596689e76,44.5,0
20191025,12800,0,0,0,10613906469596689e76,44.5,0
20191025,12900,0,0,0,10613906469596689e76,44.4,0
20191025,13000,0,0,0,10613906469596689e76,44.4,0
20191025,13100,0,0,0,10613906469596689e76,44.5,0
20191025,13200,0,0,0,10613906469596689e76,44.6,0
20191025,13300,0,0,0,10613906469596689e76,44.6,0
20191025,13400,0,0,0,10613906469596689e76,44.7,0
20191025,13500,0,0,0,10613906469596689e76,44.7,0
20191025,13600,0,0,0,10613906469596689e76,44.7,0
20191025,13700,0,0,0,10613906469596689e76,44.7,0
20191025,13800,0,0,0,10613906469596689e76,44.7,0
20191025,13900,0,0,0,10613906469596689e76,44.7,0
20191025,14000,0,0,0,10613906469596689e76,44.8,0
20191025,14100,0,0,0,10613906469596689e76,44.7,0
20191025,14200,0,0,0,10613906469596689e76,44.7,0
20191025,14300,0,0,0,10613906469596689e76,44.7,0
