"","DIA","TIME","IRR","TEMP","MA","PDC"
"1",21,1,5,19.15,0.22856,35.52
"2",21,2,10.4,19.76,0.22861,73.51
"3",21,3,18.6,20.37,0.22866,149.48
"4",21,4,27.2,22.31,0.22871,217.3
"5",21,5,34.9,22.91,0.22876,283.82
"6",21,6,48.7,25.61,0.22881,398.6
"7",21,7,67.5,25.47,0.22884,580.18
"8",21,8,116,27.63,0.22886,997.19
"9",21,9,156.9,28.93,0.22892,1370.05
"10",21,10,197.5,28.48,0.22901,1739.59
"11",21,11,241.6,28.77,0.22907,2148.43
"12",21,12,284.5,28.26,0.22914,2576.6
"13",21,13,328.8,28.74,0.22917,3009.82
"14",21,14,372.3,28.94,0.22929,3421.97
"15",21,15,413.9,29.53,0.22942,3790.23
"16",21,16,459.7,30.13,0.22949,4189.32
"17",21,17,507.8,29.94,0.22957,4591.54
"18",21,18,552.3,30.5,0.22962,4970.76
"19",21,19,593.5,31.51,0.22965,5334.51
"20",21,20,627,30.16,0.22977,5577.01
"21",21,21,646.4,30.32,0.22988,5732.29
"22",21,22,693.8,30.66,0.22998,6144.67
"23",21,23,736.2,30.84,0.23011,6484.99
"24",21,24,760,32.09,0.23017,6642.34
"25",21,25,801.7,31.98,0.23028,6918.93
"26",21,26,833.5,31.8,0.23041,7164.4
"27",21,27,861.6,32.61,0.2305,7329.44
"28",21,28,899.8,33.24,0.2306,7590.21
"29",21,29,924.7,33.06,0.23068,7789.84
"30",21,30,949.8,33.24,0.23078,7954.39
"31",21,31,971.4,33.59,0.23088,8022.96
"32",21,32,999.8,33.26,0.23105,8286.34
"33",21,33,976.7,33.39,0.23121,8098.47
"34",21,34,929.2,33.49,0.23134,7677.47
"35",21,35,995.2,33.95,0.23147,8231.83
"36",21,36,972.1,34.5,0.23158,8039.62
"37",21,37,1054,34.12,0.2317,8396.7
"38",21,38,1069.3,34.52,0.23186,8435.72
"39",21,39,1088.3,34.24,0.23201,8406.84
"40",21,40,990.9,34.27,0.23213,7876.08
"41",21,41,1080.1,34.41,0.23228,8387.66
"42",21,42,1080.3,34.78,0.23241,8461.33
