"","dia_mes_ano","hora_minuto","irr_inv","massaPM1","numPM1","massaPM2","numPM2","tamanho_medio","temp","vento_vel","vento_dir","P_DC","x_gauss","P_AC","I_AC","V_AC","I_DC","V_DC","massaPM4","numPM4","massaPM10","numPM10","rainfall","irr_est","Vd1","Pd","Nloss","Vd2","m","SR"
"58",20191004,"093900",636.5,7.34,60.54,0.24,0.17,0.44,34.57,9.18,90,5408.26,0.0855136487311512,5443.1,24.61,218.18,10.19,528.38,0,0,0,0,0,635.8,0.0121793192777674,7.3e-07,1.095e-08,0.0121857317172261,0.444433288957985,-2.30835767140151
"59",20191004,"094900",881.8,6.86,56.59,0.23,0.16,0.44,35.26,9.18,103.5,7390.84,0.0887391453677526,7239.5,33.01,219.9,14.02,526.37,0,0,0,0,0,892.02,0.0125204119144907,7.5e-07,1.125e-08,0.0125268243539494,0.464284601384457,-2.43250405718617
"60",20191004,"095900",892.8,5.69,46.89,0.19,0.13,0.44,35.43,9.71,49.5,7559.49,0.0919219445377936,7340.3,33.6,220.31,14.8,510.9,0,0,0,0,0,869.41,0.012881882750038,7.7e-07,1.155e-08,0.0128882951894967,0.484001060975535,-2.55493742459735
"61",20191004,"100900",949,5.16,42.53,0.17,0.12,0.43,35.57,12.9,90,7866.07,0.0961820117112673,7724.2,35.11,220.02,15.69,501.41,0,0,0,0,0,890.83,0.0134306634466084,8e-07,1.2e-08,0.0134370758860672,0.510583438488928,-2.71869776121322
"62",20191004,"101900",957.9,5.35,44.14,0.18,0.12,0.44,36.12,7.58,108,7876.16,0.098371821953429,7751.5,35.4,218.96,15.82,497.82,0,0,0,0,0,892.81,0.0136268751829479,8.1e-07,1.215e-08,0.0136332876224066,0.524331033738072,-2.8028239593805
"63",20191004,"102900",974.2,4.88,40.27,0.16,0.11,0.42,36.96,5.85,171,7989.98,0.0998019762590272,7865,35.79,219.75,16.11,496.12,0,0,0,0,0,908.08,0.0137109935059169,8.1e-07,1.215e-08,0.0137174059453757,0.533339417254471,-2.85774685436621
"64",20191004,"103900",988.1,5.36,44.19,0.18,0.12,0.43,35.86,11.3,58.5,8076.88,0.103327880067736,7945.8,36.01,220.64,16.31,495.3,0,0,0,0,0,925.34,0.0141169914616014,8.3e-07,1.245e-08,0.0141234039010601,0.555647645226702,-2.99308638764261
"65",20191004,"104900",997.1,5,41.21,0.16,0.11,0.42,35.85,12.5,45,8131.74,0.107153198147275,8000.3,36.16,221.21,16.48,493.56,0,0,0,0,0,937.04,0.01457650330635,8.6e-07,1.29e-08,0.0145829157458087,0.580005796305387,-3.13980714741624
"66",20191004,"105900",993.7,5.19,42.86,0.17,0.12,0.43,36.02,10.11,121.5,8137.58,0.110095879272278,7992.5,36.3,220.09,16.44,495.14,0,0,0,0,0,936.04,0.0148826453212747,8.7e-07,1.305e-08,0.0148890577607334,0.598850904560293,-3.25259260927889
"67",20191004,"110900",1023.3,5.49,45.31,0.18,0.12,0.44,36.83,11.7,54,8342.47,0.113617432418043,8193,37.08,220.91,16.86,494.89,0,0,0,0,0,965.99,0.0152664821388238,8.9e-07,1.335e-08,0.0152728945782825,0.621522594155303,-3.38746856861652
"68",20191004,"111900",1035,5.44,44.87,0.18,0.12,0.42,37.39,8.64,81,8371.12,0.116021702344003,8222.4,36.95,222.47,16.87,496.25,0,0,0,0,0,978.88,0.0154703288544507,9e-07,1.35e-08,0.0154767412939094,0.637074390760713,-3.47949065511002
"69",20191004,"112900",1073.4,5.01,41.38,0.17,0.12,0.44,37.7,12.9,175.5,8420.2,0.11976684924437,8274.5,37.2,222.36,16.37,514.36,0,0,0,0,0,1016.36,0.0158945900309471,9.2e-07,1.38e-08,0.0159010024704058,0.661415088352776,-3.62273143271659
"70",20191004,"113900",753.9,4.66,38.48,0.15,0.11,0.43,37.39,8.78,207,5859.42,0.121994469938487,5756.2,26.09,218.96,11.31,509.07,0,0,0,0,0,650.47,0.0160886087619332,9.3e-07,1.395e-08,0.0160950212013919,0.675958460611939,-3.70787065755068
"71",20191004,"114900",974.5,4.55,37.57,0.15,0.1,0.44,37.61,11.44,234,7587.2,0.125058407981489,7419.1,33.93,220.18,13.8,546.43,0,0,0,0,0,820.62,0.0164132810014869,9.4e-07,1.41e-08,0.0164196934409456,0.696040034212459,-3.82489802528
"72",20191004,"115900",528.8,4.78,39.41,0.16,0.11,0.43,37.17,7.05,162,4614.61,0.12668999116052,4454.2,20.85,219.31,8.74,523.82,0,0,0,0,0,423.8,0.0165059424766799,9.4e-07,1.41e-08,0.0165123549161386,0.706770085461325,-3.8871800351827
"73",20191004,"120900",560.2,5.1,42.07,0.17,0.12,0.43,36.39,9.04,175.5,4835.28,0.129031484860885,4663.4,21.5,218.63,8.8,538.78,0,0,0,0,0,562.82,0.0166952035415737,9.5e-07,1.425e-08,0.0167016159810324,0.722212339879971,-3.97651621700805
"74",20191004,"121900",220.5,4.75,39.15,0.16,0.11,0.43,36.26,6.38,130.5,1852.09,0.130418080977112,2056.4,8.67,215.65,3.59,514.45,0,0,0,0,0,216.36,0.0167486204892803,9.5e-07,1.425e-08,0.016755032928739,0.731380899098463,-4.0293943326846
"75",20191004,"122900",116.5,5.36,44.21,0.18,0.12,0.44,33.27,15.43,67.5,1151.7,0.134825421201233,1122.8,5.21,215.82,2.19,526.27,0,0,0,0,0,119.19,0.0172363010146918,9.7e-07,1.455e-08,0.0172427134541505,0.760639508102055,-4.19734119297656
"76",20191004,"123900",127,4.83,39.89,0.16,0.11,0.48,24.55,14.76,81,1269.05,0.138840019939107,1241,5.74,216.33,2.27,557.98,0,0,0,0,0.75,116.61,0.0176768314608381,9.9e-07,1.485e-08,0.0176832439002968,0.78744145917047,-4.35014873647203
"77",20191004,"124900",85.4,4.92,40.57,0.16,0.11,0.47,27.57,8.25,108,889.67,0.140794369909884,864.9,3.99,216.94,1.59,557.89,0,0,0,0,0.75,88.25,0.0178014674633397,1e-06,1.5e-08,0.0178078799027985,0.800539826065592,-4.42447577658399
"78",20191004,"125900",82.5,5.15,42.46,0.17,0.12,0.47,24.56,16.49,94.5,858.56,0.145329781771955,839.6,3.88,216.18,1.54,557.57,0,0,0,0,1,84.08,0.0182996791557544,1.02e-06,1.53e-08,0.0183060915952131,0.831062675714247,-4.59680622147953
"79",20191004,"130900",101.1,4.7,38.82,0.16,0.11,0.48,20.81,10.91,193.5,1017.29,0.148002626376445,992,4.59,216.09,1.8,564.67,0,0,0,0,2.25,97.37,0.0185320281188246,1.03e-06,1.545e-08,0.0185384405582833,0.849131555254556,-4.69825946968669
"80",20191004,"131900",148.9,4.47,36.87,0.15,0.1,0.47,22.17,2.13,261,1541.05,0.147943605437244,1509.4,6.98,216.65,2.7,569.77,0,0,0,0,2.25,150.13,0.0183686594033561,1.02e-06,1.53e-08,0.0183750718428148,0.848731924539744,-4.69602007121843
"81",20191004,"132900",201.8,4.52,37.29,0.15,0.1,0.44,24.66,0.53,198,2071.11,0.147420169107232,2033.9,9.4,216.7,3.63,570.5,0,0,0,0,2.25,196.73,0.0181388475231869,1e-06,1.5e-08,0.0181452599626457,0.845188996106835,-4.67615790976711
"82",20191004,"133900",260.8,5.34,44.04,0.18,0.12,0.47,26.56,5.32,94.5,2689.34,0.148540568572174,2645.8,12.21,216.97,4.77,564.02,0,0,0,0,2.25,269.11,0.0181225149790362,1e-06,1.5e-08,0.018128927418495,0.8527752840012,-4.71866850420484
"83",20191004,"134900",370.5,6.43,53.07,0.21,0.15,0.48,28.41,4.39,67.5,3783.99,0.149630837692411,3745.1,17.16,218.13,6.78,558.57,0,0,0,0,2.25,403.17,0.0180665626628465,9.9e-07,1.485e-08,0.0180729751023053,0.860167465120576,-4.76002230157292
"84",20191004,"135900",664.7,6.74,55.58,0.22,0.15,0.47,29.89,9.84,45,5998.1,0.152429251679613,5972.5,26.85,220.91,10.71,555.92,0,0,0,0,2.25,752.21,0.0182433592639795,1e-06,1.5e-08,0.0182497717034382,0.879185438463174,-4.86610388518887
"85",20191004,"140900",506.3,5.58,46.05,0.18,0.12,0.45,31.68,5.72,72,4717.08,0.153717003675092,4587.7,20.99,219.71,8.86,532.64,0,0,0,0,2.25,505.7,0.0182431086317205,1e-06,1.5e-08,0.0182495210711792,0.887958212063044,-4.91488937230229
"86",20191004,"141900",391.6,5.19,42.8,0.17,0.12,0.44,34.48,3.59,238.5,3722.35,0.15427782272302,3689.3,16.79,218.47,7.05,528.31,0,0,0,0,2.25,409.72,0.0181547193395113,9.9e-07,1.485e-08,0.01816113177897,0.891782924412385,-4.93612954064442
"87",20191004,"142900",289.6,5.57,45.91,0.19,0.12,0.44,33.95,4.12,263.25,2778.5,0.155085887834994,2738.2,12.61,216.89,5.2,534.13,0,0,0,0,2.25,291.52,0.0180900660661542,9.9e-07,1.485e-08,0.018096478505613,0.897298228147375,-4.96672731157055
"88",20191004,"143900",142.1,6.09,50.21,0.2,0.14,0.45,32.99,2.66,261,1341.63,0.155577073623496,1310.4,6.08,215.86,2.53,530.52,0,0,0,0,0,133.07,0.0179674735269246,9.8e-07,1.47e-08,0.0179738859663833,0.900653262230191,-4.98532255104424
"89",20191004,"144900",113.4,4.67,38.54,0.16,0.11,0.47,29.5,17.42,238.5,1156.39,0.160109996618697,1131.9,5.22,215.93,2.16,534.31,0,0,0,0,0,115.62,0.0184387744108831,1e-06,1.5e-08,0.0184451868503418,0.931704788595956,-5.1567940565539
"90",20191004,"145900",127.1,4.68,38.64,0.16,0.11,0.47,27.72,10.24,238.5,1279.6,0.16249608502641,1251.8,5.85,214.22,2.34,546.4,0,0,0,0,0,120.38,0.0186147264645181,1.01e-06,1.515e-08,0.0186211389039768,0.948114073880309,-5.24695556347384
"91",20191004,"150900",84.8,4.88,40.24,0.16,0.11,0.45,27.04,10.24,229.5,841.93,0.164911197506019,816.2,3.82,213.85,1.55,542.03,0,0,0,0,0,78.53,0.0187865181441287,1.02e-06,1.53e-08,0.0187929305835874,0.964767237519488,-5.33814260949485
"92",20191004,"151900",76.2,4.87,40.22,0.16,0.11,0.46,26.62,5.32,225,781.2,0.165893710588307,756.3,3.53,214.44,1.43,548.16,0,0,0,0,0,73.97,0.0187650235081469,1.01e-06,1.515e-08,0.0187714359476057,0.971554681383703,-5.37521849087464
"93",20191004,"152900",76.2,5.46,45.06,0.18,0.12,0.47,25.89,4.52,229.5,768.96,0.166783790892608,742.7,3.44,216.08,1.4,548.8,0,0,0,0,0,71,0.0187135823689792,1.01e-06,1.515e-08,0.0187199948084379,0.977709835387731,-5.40879592021276
"94",20191004,"153900",89.7,4.89,40.37,0.16,0.11,0.46,26.13,4.26,211.5,902.35,0.167465613519785,877.3,4.08,215.33,1.64,549.89,0,0,0,0,0,82.5,0.0186531842275081,1e-06,1.5e-08,0.0186595966669668,0.982428836956486,-5.4345102879964
