dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_DC,x_gauss,P_AC,I_AC,V_AC,I_DC,V_DC,massaPM4,numPM4,massaPM10,numPM10,rainfall,irr_est,Vd1,Pd,Nloss,Vd2,m,SR
20191115,000900,0,5.52,45.57,0.18,0.13,0.46,20.59,0,175,0,0.0759483149355971,0,0.1,216.6,0,47.37,0,0,0,0,0,0,0.0266046758451679,3.936e-5,5.904e-7,0.0266110882846266,0.386371304273232,-1.93980382958175
20191115,001900,0,4.77,39.37,0.16,0.11,0.45,20.8,0,180,0,0.0759464908745646,0,0.1,216.6,0,46.44,0,0,0,0,0,0,0.0265986827796002,3.935e-5,5.9025e-7,0.0266050952190589,0.38636035241179,-1.93973349499454
20191115,002900,0,4.07,33.56,0.14,0.09,0.46,20.81,0,180,0,0.0759427939390053,0,0.1,216.6,0,46.54,0,0,0,0,0,0,0.0265926916062336,3.934e-5,5.901e-7,0.0265991040456923,0.386338155752766,-1.93959094354427
20191115,003900,0,3.6,29.68,0.12,0.08,0.46,20.5,0,180,0,0.075937858662709,0,0.1,216.6,0,48.09,0,0,0,0,0,0,0.0265867020221377,3.932e-5,5.898e-7,0.0265931144615965,0.386308524313064,-1.93940064234929
20191115,004900,0,3.16,26.12,0.1,0.07,0.46,20.33,0,180,0,0.0759317633812617,0,0.1,216.6,0,47.7,0,0,0,0,0,0,0.0265807153142043,3.931e-5,5.8965e-7,0.026587127753663,0.386271928671853,-1.93916561187782
20191115,005900,0,2.85,23.52,0.1,0.06,0.46,20.08,0,184.5,0,0.0759248383680073,0,0.1,216.6,0,47.27,0,0,0,0,0,0,0.0265747308756943,3.93e-5,5.895e-7,0.026581143315153,0.386230352021642,-1.93889858717135
20191115,010900,0,2.72,22.41,0.09,0.06,0.46,19.93,0,180,0,0.0759175727745956,0,0,0,0,0,0,0,0,0,0,0,0.0265687492044642,3.929e-5,5.8935e-7,0.0265751616439229,0.386186731318369,-1.93861842957929
20191115,011900,0,2.84,23.44,0.09,0.06,0.46,19.62,0,180,0,0.0759106293565075,0,0,0,0,0,0,0,0,0,0,0.31,0.0265627695739671,3.927e-5,5.8905e-7,0.0265691820134258,0.386145045573667,-1.93835069461529
20191115,012900,0,3.15,26.01,0.1,0.07,0.46,19.51,0,180,0,0.0759045156188764,0,0,0,0,0,0,0,0,0,0,0,0.0265567930307517,3.926e-5,5.889e-7,0.0265632054702104,0.386108341496116,-1.93811495150918
20191115,013900,0,3.03,25.01,0.1,0.07,0.46,19.24,0,180,0,0.0758980823786178,0,0,0,0,0,0,0,0,0,0,0,0.0265508184769888,3.925e-5,5.8875e-7,0.0265572309164476,0.386069719846562,-1.93786688828228
20191115,014900,0,3.17,26.14,0.11,0.07,0.46,19.12,0,180,0,0.075892016525182,0,0,0,0,0,0,0,0,0,0,0,0.0265448468629097,3.924e-5,5.886e-7,0.0265512593023685,0.386033304326582,-1.93763299112561
