dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_DC,x_gauss,P_AC,I_AC,V_AC,I_DC,V_DC,massaPM4,numPM4,massaPM10,numPM10,rainfall,irr_est,Vd1,Pd,Nloss,Vd2,m,SR
20200319,000900,0,4.64,38.31,0.15,0.1,0.48,23.92,0,130,0,0.149083521385536,0,0,0,0,0,0,0,0,0,0,0,0.0284623418414569,8.411e-5,1.26165e-6,0.0284687542809157,0.856455364199602,-4.73926432986856
20200319,001900,0,4.4,36.31,0.15,0.1,0.49,24.11,0,135,0,0.149084707034928,0,0,0,0,0,0,0,0,0,0,0,0.0284601149557411,8.411e-5,1.26165e-6,0.0284665273951998,0.856463403059856,-4.73930930145553
20200319,002900,0,4.33,35.69,0.14,0.1,0.46,24.17,0,135,0,0.149085701056068,0,0,0,0,0,0,0,0,0,0,0,0.0284578880441454,8.41e-5,1.2615e-6,0.0284643004836041,0.856470142664011,-4.73934700458595
20200319,003900,0,4.08,33.64,0.14,0.09,0.46,24.36,0,153,0,0.149086071115808,0,0,0,0,0,0,0,0,0,0,0,0.0284556618071126,8.41e-5,1.2615e-6,0.0284620742465714,0.856472651723542,-4.73936104091498
20200319,004900,0,3.66,30.15,0.12,0.08,0.48,24.56,0,189,0,0.149085380445815,0,0,0,0,0,0,0,0,0,0,0,0.0284534359149773,8.409e-5,1.26135e-6,0.028459848354436,0.856467968880187,-4.73933484386974
20200319,005900,0,2.45,20.21,0.08,0.06,0.46,24.87,0,175.5,0,0.149081664952829,0,0,0,0,0,0,0,0,0,0,0,0.0284512106235441,8.408e-5,1.2612e-6,0.0284576230630028,0.856442777362574,-4.73919391549194
20200319,010900,0,2.64,21.81,0.09,0.06,0.48,24.47,0,180,0,0.149078425991453,0,0,0,0,0,0,0,0,0,0,0,0.0284489838623985,8.407e-5,1.26105e-6,0.0284553963018573,0.856420816882526,-4.73907106179593
20200319,011900,0,3.52,29,0.12,0.08,0.49,24.65,5.45,180,0,0.149083582996609,0,0,0,0,0,0,0,0,0,0,0,0.0284481555305135,8.407e-5,1.26105e-6,0.0284545679699722,0.856455781930569,-4.73926666677203
20200319,012900,0,7.86,64.84,0.26,0.18,0.49,24.48,2.53,171,0,0.149096322071526,0,0,0,0,0,0,0,0,0,0,0,0.0284465770831609,8.407e-5,1.26105e-6,0.0284529895226196,0.856542155159028,-4.73974985802762
20200319,013900,0,7.32,60.4,0.24,0.17,0.49,23.9,1.46,166.5,0,0.149106490626783,0,0,0,0,0,0,0,0,0,0,0,0.0284447253440221,8.407e-5,1.26105e-6,0.0284511377834808,0.856611100754519,-4.7401355485297
20200319,014900,0,7.44,61.41,0.25,0.17,0.5,23.99,3.33,216,0,0.149119099129339,0,0,0,0,0,0,0,0,0,0,0,0.0284433523906522,8.407e-5,1.26105e-6,0.0284497648301109,0.856696591039117,-4.74061378393708
20200319,015900,0,6.81,56.23,0.23,0.16,0.5,23.47,0.4,216,0,0.149126788986525,0,0,0,0,0,0,0,0,0,0,0,0.0284412288888643,8.407e-5,1.26105e-6,0.0284476413283231,0.856748731738634,-4.74090545623013
20200319,020900,0,6.78,55.95,0.23,0.15,0.5,23.12,0,225,0,0.14913394306525601,0,0,0,0,0,0,0,0,0,0,0,0.0284390039773065,8.407e-5,1.26105e-6,0.0284454164167653,0.856797240053707,-4.74117680612373
20200319,021900,0,6.53,53.86,0.22,0.15,0.5,22.92,0,220.5,0,0.149140465402374,0,0,0,0,0,0,0,0,0,0,0,0.0284367797578916,8.407e-5,1.26105e-6,0.0284431921973504,0.856841465202791,-4.7414241939342
20200319,022900,0,7.29,60.14,0.24,0.17,0.49,22.81,0,225,0,0.149148893519741,0,0,0,0,0,0,0,0,0,0,0,0.0284345561165717,8.407e-5,1.26105e-6,0.0284409685560305,0.856898613140285,-4.74174386598042
