"","dia_mes_ano","hora_minuto","irr_inv","massaPM1","numPM1","massaPM2","numPM2","tamanho_medio","temp","vento_vel","vento_dir","P_DC","I_DC","V_DC","m","dia","TIME"
"1",20191004,"052900",7.44,7.61,62.78,0.25,0.17,0.47,21.48,0.27,90,63.15,0.13,478.41,4e-05,1,1
"2",20191004,"053900",16.4,7.67,63.27,0.26,0.17,0.48,22.28,0,90,140.31,0.27,510.86,4e-05,1,2
"3",20191004,"054900",33.3,7.3,60.25,0.24,0.17,0.49,25.05,0,153,273.65,0.5,544.82,4e-05,1,3
"4",20191004,"055900",54.1,6.09,50.28,0.2,0.14,0.47,28.41,0,180,435.1,0.77,564.6,4e-05,1,4
"5",20191004,"060900",78.6,8.51,70.23,0.29,0.19,0.47,30.45,0,180,620.06,1.08,572.37,4e-05,1,5
"6",20191004,"061900",111.9,9.76,80.5,0.32,0.22,0.49,30.84,0,180,905.04,1.71,532.31,5e-05,1,6
"7",20191004,"062900",150,22.59,186.39,0.75,0.51,0.48,29.56,1.6,180,1276.98,2.38,536.96,5e-05,1,7
"8",20191004,"063900",189.5,8.39,69.2,0.28,0.19,0.48,28.97,3.19,166.5,1675.41,3.03,553.42,6e-05,1,8
"9",20191004,"064900",230.4,13.09,107.99,0.44,0.3,0.49,29.91,3.19,144,2080.53,3.7,562.74,6e-05,1,9
"10",20191004,"065900",274.6,10.94,90.27,0.36,0.25,0.5,29.46,5.59,108,2508.61,4.4,569.73,7e-05,1,10
"11",20191004,"070900",322.3,5.89,48.61,0.2,0.13,0.45,29.58,11.97,103.5,2943.94,5.17,569.73,1e-04,1,11
"12",20191004,"071900",365,5.21,42.94,0.17,0.12,0.44,29.9,14.63,94.5,3315.98,5.85,567,0.00016,1,12
"13",20191004,"072900",409.9,5.38,44.4,0.18,0.12,0.44,30.43,12.9,90,3710.16,6.59,563.38,0.00025,1,13
"14",20191004,"073900",455.9,5.67,46.79,0.19,0.13,0.46,31.03,14.63,94.5,4106.67,7.37,557.3,0.00041,1,14
"15",20191004,"074900",502.2,5.64,46.51,0.19,0.13,0.44,32.57,8.11,108,4483.54,8.13,551.46,0.00052,1,15
"16",20191004,"075900",547.6,5.67,46.77,0.19,0.13,0.45,32.16,15.56,81,4866.79,8.86,549.07,0.00077,1,16
"17",20191004,"080900",587.8,6.03,49.78,0.2,0.14,0.46,32.46,12.5,63,5181.58,9.53,544.02,0.00099,1,17
"18",20191004,"081900",622.3,6.08,50.15,0.2,0.14,0.46,32.27,14.76,40.5,5483.93,10.14,540.67,0.00127,1,18
"19",20191004,"082900",661.6,6.04,49.86,0.2,0.14,0.44,31.96,20.62,40.5,5818.18,10.84,536.75,0.00167,1,19
"20",20191004,"083900",698.6,5.54,45.72,0.18,0.12,0.44,33.11,12.77,90,6132.67,11.44,536.12,0.00189,1,20
"21",20191004,"084900",732.8,5.93,48.92,0.2,0.13,0.44,32.96,14.23,63,6375.96,12.01,530.83,0.00214,1,21
"22",20191004,"085900",753.2,5.7,47.01,0.19,0.13,0.45,33.98,12.5,103.5,6570.25,12.45,527.72,0.00234,1,22
"23",20191004,"090900",856.6,5.6,46.2,0.18,0.13,0.44,34.55,13.7,85.5,7269.86,13.9,523.13,0.00257,1,23
"24",20191004,"091900",665.1,5.59,46.13,0.19,0.13,0.45,34.29,11.7,72,5800.95,11.25,515.63,0.00275,1,24
"25",20191004,"092900",682.9,6.06,49.97,0.2,0.14,0.43,33.65,12.77,90,5526.44,10.04,543.76,0.00294,1,25
"26",20191004,"093900",636.5,7.34,60.54,0.24,0.17,0.44,34.57,9.18,90,5408.26,10.19,528.38,0.00309,1,26
"27",20191004,"094900",881.8,6.86,56.59,0.23,0.16,0.44,35.26,9.18,103.5,7390.84,14.02,526.37,0.00322,1,27
"28",20191004,"095900",892.8,5.69,46.89,0.19,0.13,0.44,35.43,9.71,49.5,7559.49,14.8,510.9,0.00336,1,28
"29",20191004,"100900",949,5.16,42.53,0.17,0.12,0.43,35.57,12.9,90,7866.07,15.69,501.41,0.00355,1,29
"30",20191004,"101900",957.9,5.35,44.14,0.18,0.12,0.44,36.12,7.58,108,7876.16,15.82,497.82,0.00364,1,30
"31",20191004,"102900",974.2,4.88,40.27,0.16,0.11,0.42,36.96,5.85,171,7989.98,16.1,496.12,0.0037,1,31
"32",20191004,"103900",988.1,5.36,44.19,0.18,0.12,0.43,35.86,11.3,58.5,8076.88,16.31,495.3,0.00386,1,32
"33",20191004,"104900",997.1,5,41.21,0.16,0.11,0.42,35.85,12.5,45,8131.74,16.48,493.56,0.00403,1,33
"34",20191004,"105900",993.7,5.19,42.86,0.17,0.12,0.43,36.02,10.11,121.5,8137.58,16.44,495.14,0.00416,1,34
"35",20191004,"110900",1023.3,5.49,45.31,0.18,0.12,0.44,36.83,11.7,54,8342.47,16.86,494.89,0.00432,1,35
"36",20191004,"111900",1035,5.44,44.87,0.18,0.12,0.42,37.39,8.64,81,8371.12,16.87,496.25,0.00442,1,36
"37",20191004,"112900",1073.4,5.02,41.38,0.17,0.11,0.44,37.7,12.9,175.5,8420.2,16.37,514.36,0.00459,1,37
"38",20191004,"113900",753.9,4.66,38.48,0.15,0.11,0.43,37.39,8.78,207,5859.42,11.31,509.07,0.00469,1,38
"39",20191004,"114900",974.5,4.55,37.57,0.15,0.1,0.44,37.61,11.44,234,7587.2,13.8,546.43,0.00483,1,39
"40",20191004,"115900",528.8,4.78,39.41,0.16,0.11,0.43,37.17,7.05,162,4614.61,8.74,523.82,0.00491,1,40
"41",20191004,"120900",560.2,5.1,42.07,0.17,0.11,0.43,36.39,9.04,175.5,4835.28,8.8,538.78,0.00502,1,41
"42",20191004,"121900",220.5,4.75,39.15,0.16,0.11,0.43,36.26,6.38,130.5,1852.09,3.59,514.45,0.00508,1,42
"43",20191004,"122900",116.5,5.36,44.21,0.18,0.12,0.44,33.27,15.43,67.5,1151.7,2.19,526.27,0.00528,1,43
"44",20191004,"123900",127,4.83,39.89,0.16,0.11,0.48,24.55,14.76,81,1269.05,2.27,557.98,0.00547,1,44
"45",20191004,"124900",85.4,4.92,40.57,0.16,0.11,0.47,27.57,8.25,108,889.67,1.59,557.89,0.00556,1,45
"46",20191004,"125900",82.5,5.15,42.46,0.17,0.12,0.47,24.56,16.49,94.5,858.56,1.54,557.57,0.00577,1,46
"47",20191004,"130900",101.1,4.7,38.82,0.16,0.11,0.48,20.81,10.91,193.5,1017.29,1.8,564.67,0.0059,1,47
"48",20191004,"131900",148.9,4.47,36.87,0.15,0.1,0.47,22.17,2.13,261,1541.05,2.7,569.77,0.00589,1,48
"49",20191004,"132900",201.8,4.52,37.29,0.15,0.1,0.44,24.66,0.53,198,2071.11,3.63,570.5,0.00587,1,49
"50",20191004,"133900",260.8,5.34,44.04,0.18,0.12,0.47,26.56,5.32,94.5,2689.34,4.77,564.02,0.00592,1,50
"51",20191004,"134900",370.5,6.43,53.07,0.21,0.15,0.48,28.41,4.39,67.5,3783.99,6.78,558.57,0.00597,1,51
"52",20191004,"135900",664.7,6.74,55.58,0.22,0.15,0.47,29.9,9.84,45,5998.1,10.71,555.92,0.00611,1,52
"53",20191004,"140900",506.3,5.58,46.05,0.18,0.12,0.45,31.68,5.72,72,4717.08,8.86,532.64,0.00617,1,53
"54",20191004,"141900",391.6,5.19,42.8,0.17,0.12,0.44,34.48,3.59,238.5,3722.35,7.05,528.31,0.00619,1,54
"55",20191004,"142900",289.6,5.57,45.91,0.19,0.12,0.44,33.95,4.12,263.25,2778.5,5.2,534.13,0.00623,1,55
"56",20191004,"143900",142.1,6.09,50.21,0.2,0.14,0.45,32.99,2.66,261,1341.63,2.53,530.52,0.00625,1,56
"57",20191004,"144900",113.4,4.67,38.54,0.16,0.11,0.47,29.5,17.42,238.5,1156.39,2.16,534.31,0.00647,1,57
"58",20191004,"145900",127.1,4.68,38.64,0.16,0.11,0.47,27.72,10.24,238.5,1279.6,2.34,546.4,0.00658,1,58
"59",20191004,"150900",84.8,4.88,40.24,0.16,0.11,0.45,27.04,10.24,229.5,841.93,1.55,542.03,0.0067,1,59
"60",20191004,"151900",76.2,4.87,40.22,0.16,0.11,0.46,26.62,5.32,225,781.2,1.43,548.16,0.00675,1,60
"61",20191004,"152900",76.2,5.46,45.06,0.18,0.12,0.47,25.9,4.52,229.5,768.96,1.4,548.8,0.00679,1,61
"62",20191004,"153900",89.7,4.89,40.37,0.16,0.11,0.46,26.13,4.26,211.5,902.34,1.64,549.89,0.00682,1,62
"63",20191004,"154900",88.6,4.57,37.73,0.15,0.1,0.47,25.94,7.71,207,883.48,1.6,550.79,0.0069,1,63
"64",20191004,"155900",75.3,4.35,35.92,0.14,0.1,0.45,26.21,6.52,247.5,757.37,1.39,546.75,0.00696,1,64
"65",20191004,"160900",56.5,4.21,34.75,0.14,0.1,0.46,26.4,0.53,301.5,557.27,1.03,539.15,0.00693,1,65
"66",20191004,"161900",32.6,4.44,36.66,0.15,0.1,0.45,25.9,5.59,216,319.91,0.61,526.62,0.00698,1,66
"67",20191004,"162900",25.4,5.36,44.2,0.18,0.12,0.48,24.97,7.98,225,243.76,0.47,514.59,0.00707,1,67
"68",20191004,"163900",26,5.06,41.74,0.17,0.12,0.46,24.66,7.18,90,250.77,0.48,521.44,0.00714,1,68
"69",20191004,"164900",22.4,5.11,42.17,0.17,0.12,0.46,24.46,1.2,198,209.83,0.41,515.11,0.00714,1,69
"70",20191004,"165900",14.2,5.38,44.35,0.18,0.12,0.44,24.74,1.6,216,127.74,0.26,496.38,0.00714,1,70
"71",20191004,"170900",7.9,5.97,49.29,0.2,0.14,0.46,24.62,0.13,171,68.39,0.14,474.16,0.00713,1,71
"72",20191004,"171900",5.4,6.99,57.7,0.23,0.16,0.46,24.62,0.93,126,47.33,0.1,464,0.00714,1,72
"73",20191004,"172900",4.3,6.42,52.95,0.21,0.15,0.46,24.7,2.39,315,40.73,0.09,456.91,0.00716,1,73
"74",20191004,"173900",0.3,6.1,50.28,0.2,0.14,0.43,24.7,1.06,193.5,8.43,0.02,453.73,0.00717,1,74
"75",20191005,"052900",8.75,7.3,60.24,0.24,0.16,0.46,22.18,0,135,66.17,0.14,478.45,0.00929,2,1
"76",20191005,"053900",11.1,6.88,56.77,0.23,0.16,0.46,22.32,0,135,83.87,0.17,486.62,0.00928,2,2
"77",20191005,"054900",19.8,7.1,58.53,0.24,0.16,0.47,22.51,0,135,164.22,0.32,507.35,0.00926,2,3
"78",20191005,"055900",39.3,6.95,57.36,0.23,0.16,0.45,23.81,0,135,314.17,0.59,529.61,0.00925,2,4
"79",20191005,"060900",59.5,6.86,56.61,0.23,0.16,0.45,24.54,0,135,499.18,0.92,541.02,0.00924,2,5
"80",20191005,"061900",78.8,6.4,52.82,0.21,0.14,0.45,26.05,0,135,680.76,1.24,547.96,0.00922,2,6
"81",20191005,"062900",110.5,7.28,60.05,0.24,0.17,0.44,25.73,6.12,189,952.64,1.75,545.78,0.0093,2,7
"82",20191005,"063900",97.7,6.75,55.67,0.22,0.15,0.45,25.09,5.85,27,954.11,1.72,553.28,0.00938,2,8
"83",20191005,"064900",205.5,6.96,57.37,0.23,0.16,0.45,26.48,5.45,72,1934.43,3.38,569.96,0.00945,2,9
"84",20191005,"065900",290.4,6.47,53.36,0.22,0.15,0.46,30.03,3.99,153,2723.6,4.81,566.25,0.0095,2,10
"85",20191005,"070900",359.5,6.25,51.56,0.21,0.14,0.44,30.7,5.45,67.5,3344.82,5.96,561.15,0.00956,2,11
"86",20191005,"071900",424.8,5.98,49.35,0.2,0.13,0.45,30.2,6.78,31.5,3944.64,7.06,558.51,0.00965,2,12
"87",20191005,"072900",244.2,5.78,47.67,0.19,0.13,0.46,28.29,7.32,108,2354.18,4.28,549.88,0.00974,2,13
"88",20191005,"073900",194.7,5.98,49.3,0.2,0.13,0.46,27.26,6.38,90,1894.42,3.45,549.12,0.00982,2,14
"89",20191005,"074900",188.7,6.11,50.37,0.2,0.14,0.45,27.41,2.93,72,1822.02,3.31,549.75,0.00985,2,15
"90",20191005,"075900",226.1,6.17,50.87,0.21,0.14,0.46,27.65,3.46,36,2208.47,3.98,555.41,0.00988,2,16
"91",20191005,"080900",256.1,5.99,49.39,0.2,0.14,0.46,28.81,1.33,99,2467.7,4.48,551.19,0.00988,2,17
"92",20191005,"081900",234.7,6.04,49.88,0.2,0.14,0.47,28.51,3.46,126,2278.44,4.12,552.31,0.00992,2,18
"93",20191005,"082900",292,6.18,50.98,0.21,0.14,0.45,28.56,3.99,117,2835.01,5.11,554.45,0.00996,2,19
"94",20191005,"083900",275.6,6.22,51.32,0.21,0.14,0.45,29.33,2.93,180,2690.64,4.88,550.91,0.00999,2,20
"95",20191005,"084900",285.5,6.53,53.86,0.22,0.15,0.45,29.5,4.79,193.5,2796.22,5.07,550.82,0.01005,2,21
"96",20191005,"085900",190.8,6.56,54.12,0.22,0.15,0.45,28.84,3.72,171,1927.76,3.52,548.42,0.01009,2,22
"97",20191005,"090900",207.8,6.86,56.64,0.23,0.16,0.45,29.64,3.46,193.5,2076.83,3.78,549.73,0.01013,2,23
"98",20191005,"091900",155.3,6.55,54.05,0.22,0.15,0.45,29.98,2.66,220.5,1588.04,2.91,546.7,0.01015,2,24
"99",20191005,"092900",170.7,6.43,53.05,0.22,0.14,0.45,30.03,3.06,216,1739.5,3.16,549.88,0.01018,2,25
"100",20191005,"093900",244.2,6.32,52.19,0.21,0.14,0.45,31.26,1.86,225,2482.42,4.5,551.73,0.01019,2,26
"101",20191005,"094900",424,6.42,53,0.22,0.15,0.44,32.12,3.19,243,4067.03,7.42,548.97,0.01023,2,27
"102",20191005,"095900",461.4,7.1,58.56,0.24,0.16,0.43,32.62,7.45,229.5,4440.24,8.19,541.78,0.01033,2,28
"103",20191005,"100900",414.8,6.32,52.1,0.21,0.14,0.44,32.62,3.86,234,4005.4,7.37,543.01,0.01037,2,29
"104",20191005,"101900",681.8,5.85,48.24,0.19,0.13,0.44,33.13,4.26,180,5983.66,10.89,546.32,0.01042,2,30
"105",20191005,"102900",897.1,5.83,48.11,0.19,0.13,0.44,32.77,5.19,121.5,7208.78,13.16,544.47,0.01048,2,31
"106",20191005,"103900",1044.3,6.32,52.11,0.21,0.14,0.43,34.33,7.85,157.5,8116.9,15.26,531.34,0.01058,2,32
"107",20191005,"104900",346.3,6.34,52.33,0.21,0.14,0.45,31.51,7.32,94.5,3071.27,6.02,512.04,0.01068,2,33
"108",20191005,"105900",172.6,6.59,54.38,0.22,0.15,0.45,31.46,5.19,211.5,1709.46,3.23,529.02,0.01074,2,34
"109",20191005,"110900",176.7,6.93,57.18,0.23,0.16,0.45,31.13,5.59,171,1780.51,3.3,539.46,0.01082,2,35
"110",20191005,"111900",141.7,7.78,64.17,0.26,0.18,0.45,30.81,5.98,211.5,1413.78,2.61,541.69,0.0109,2,36
"111",20191005,"112900",193.1,7.65,63.08,0.25,0.17,0.45,31.32,4.12,256.5,1925.12,3.49,550.76,0.01096,2,37
"112",20191005,"113900",321.3,7.67,63.27,0.26,0.17,0.45,32.05,4.52,166.5,3183.06,5.76,552.66,0.01102,2,38
"113",20191005,"114900",505.3,7.4,61.04,0.25,0.17,0.46,33.43,7.58,216,4765.38,8.88,536.05,0.01113,2,39
"114",20191005,"115900",627.6,7.09,58.52,0.24,0.16,0.45,32.74,12.77,234,5476.79,9.85,550.86,0.01132,2,40
"115",20191005,"120900",316.8,7.17,59.13,0.24,0.16,0.46,32.05,7.71,234,3026.87,5.61,539.22,0.01143,2,41
"116",20191005,"121900",428.5,7.75,63.92,0.26,0.18,0.44,31.99,8.25,270,4216.2,7.68,546.67,0.01155,2,42
"117",20191005,"122900",460.6,7.78,64.22,0.26,0.18,0.47,32.42,7.58,238.5,4255.38,7.88,540.44,0.01166,2,43
"118",20191005,"123900",288.5,7.26,59.93,0.24,0.16,0.46,31.2,10.64,216,2799.88,5.16,542.55,0.01182,2,44
"119",20191005,"124900",232,6.62,54.61,0.22,0.15,0.45,30.87,10.11,238.5,2312.04,4.22,547.41,0.01196,2,45
"120",20191005,"125900",233.3,7.44,61.41,0.25,0.17,0.45,30.4,12.64,238.5,2382.21,4.3,554.52,0.01214,2,46
"121",20191005,"130900",280.6,7.29,60.14,0.24,0.17,0.46,30.04,15.03,238.5,2945.51,5.27,559.01,0.01237,2,47
"122",20191005,"131900",423.7,6.61,54.55,0.22,0.15,0.45,30.5,17.02,229.5,4335.13,7.8,556.11,0.01261,2,48
"123",20191005,"132900",653.3,6.23,51.43,0.21,0.14,0.45,31.73,13.03,229.5,5706.89,10.33,544.32,0.01279,2,49
"124",20191005,"133900",370.3,5.82,48.03,0.19,0.13,0.44,31.54,9.44,207,3590.36,6.64,540.78,0.01292,2,50
"125",20191005,"134900",250.1,6.13,50.57,0.2,0.14,0.43,30.77,11.44,243,2480.16,4.55,544.57,0.01307,2,51
"126",20191005,"135900",173.9,6.25,51.58,0.21,0.14,0.45,29.74,12.77,225,1739.5,3.19,545.67,0.01325,2,52
"127",20191005,"140900",152.3,6.12,50.51,0.2,0.14,0.43,29.51,9.18,234,1506.61,2.75,547.6,0.01337,2,53
"128",20191005,"141900",124.2,6.38,52.65,0.21,0.15,0.45,29.36,10.91,238.5,1227.14,2.25,544.9,0.01352,2,54
"129",20191005,"142900",115.1,6.52,53.81,0.22,0.15,0.44,29.5,9.98,234,1121.81,2.06,545.09,0.01365,2,55
"130",20191005,"143900",115.1,6.24,51.51,0.21,0.14,0.44,29.52,11.3,229.5,1107.45,2.03,544.47,0.01381,2,56
"131",20191005,"144900",117.4,6.26,51.6,0.21,0.14,0.45,29.36,11.97,234,1128.47,2.07,545.95,0.01397,2,57
"132",20191005,"145900",113,5.54,45.72,0.18,0.13,0.46,27.54,37.24,234,1086.8,1.98,548.08,0.0145,2,58
"133",20191005,"150900",115,2.55,21.07,0.09,0.06,0.5,24.37,31.25,234,1118.06,2.01,555.72,0.01491,2,59
"134",20191005,"151900",111.4,2,16.46,0.07,0.05,0.48,23.84,22.61,243,1055.71,1.93,545.18,0.01519,2,60
"135",20191005,"152900",111.1,1.94,15.96,0.06,0.04,0.5,23.68,20.08,238.5,1092.19,1.96,558.38,0.01542,2,61
"136",20191005,"153900",107.4,2.16,17.81,0.07,0.05,0.51,23.42,22.34,234,1057.59,1.89,558.4,0.01569,2,62
"137",20191005,"154900",95.4,1.57,12.95,0.05,0.04,0.5,22.89,22.74,247.5,943.1,1.69,556.68,0.01595,2,63
"138",20191005,"155900",84,1.81,14.95,0.06,0.04,0.48,22.98,15.83,238.5,833.14,1.51,553.18,0.01612,2,64
"139",20191005,"160900",79.7,2.24,18.45,0.08,0.05,0.47,23.04,16.76,238.5,795.4,1.45,550.07,0.0163,2,65
"140",20191005,"161900",75.1,2.91,23.98,0.1,0.07,0.47,22.9,15.83,229.5,755.34,1.37,550.17,0.01648,2,66
"141",20191005,"162900",61.7,4.78,39.45,0.16,0.11,0.45,22.55,20.22,220.5,620.81,1.13,547.32,0.01674,2,67
"142",20191005,"163900",56.5,5.49,45.3,0.18,0.12,0.47,22.59,12.24,216,574.32,1.03,555.77,0.01689,2,68
"143",20191005,"164900",67.8,6.06,50.01,0.2,0.14,0.45,22.89,12.37,216,738.82,1.31,565.39,0.01705,2,69
"144",20191005,"165900",72,6.4,52.83,0.21,0.15,0.47,23.16,9.44,207,765.86,1.42,538.28,0.01717,2,70
"145",20191005,"170900",56.3,5.64,46.51,0.19,0.13,0.48,23.02,11.57,216,585.76,1.09,537.12,0.01731,2,71
"146",20191005,"171900",33.8,4.99,41.19,0.17,0.11,0.48,22.8,11.44,234,339.1,0.64,527.59,0.01745,2,72
"147",20191005,"172900",15,5.46,45.03,0.18,0.12,0.47,22.69,8.51,207,129.35,0.26,494.98,0.01754,2,73
"148",20191005,"173900",8,4.43,36.52,0.15,0.1,0.46,22.7,12.9,211.5,68.07,0.14,475.39,0.01769,2,74
"149",20191005,"174900",0.4,3.77,31.09,0.13,0.08,0.46,22.46,12.77,229.5,4.58,0.01,439.61,0.01783,2,75
"150",20191006,"055900",6.33,3.08,25.43,0.1,0.07,0.46,17.99,3.46,229.5,48.45,0.11,453.17,0.02344,3,1
"151",20191006,"060900",6.9,2.69,22.19,0.09,0.06,0.46,18.18,2.26,211.5,54.27,0.11,480.15,0.02342,3,2
"152",20191006,"061900",7,1.93,15.94,0.07,0.04,0.47,18.09,5.72,243,53.8,0.11,480.52,0.02344,3,3
"153",20191006,"062900",10.3,2.28,18.83,0.08,0.05,0.45,17.76,9.84,238.5,83.6,0.17,499.85,0.02351,3,4
"154",20191006,"063900",12.3,2.26,18.62,0.08,0.05,0.46,17.77,6.78,238.5,102.69,0.21,500.94,0.02354,3,5
"155",20191006,"064900",12.9,2.27,18.75,0.08,0.05,0.47,17.91,7.18,225,112.12,0.22,500.52,0.02358,3,6
"156",20191006,"065900",23.2,2.29,18.9,0.08,0.05,0.46,17.9,7.58,225,218.83,0.41,525.32,0.02362,3,7
"157",20191006,"070900",51.1,1.85,15.26,0.06,0.04,0.46,18.29,6.38,225,498.26,0.9,550.42,0.02364,3,8
"158",20191006,"071900",48.4,2.08,17.2,0.07,0.05,0.45,18.27,10.91,234,461.41,0.84,545.18,0.02372,3,9
"159",20191006,"072900",30.5,1.97,16.25,0.07,0.05,0.46,18.16,9.98,220.5,282.6,0.53,531.81,0.02379,3,10
"160",20191006,"073900",36.4,2.47,20.37,0.08,0.06,0.46,17.96,9.58,220.5,338.96,0.63,536.8,0.02386,3,11
"161",20191006,"074900",34.6,3.66,30.18,0.12,0.08,0.47,17.45,7.58,220.5,321.18,0.6,536.64,0.02392,3,12
"162",20191006,"075900",26.6,3.98,32.84,0.13,0.09,0.44,17.09,11.17,229.5,244.94,0.46,528.73,0.02402,3,13
"163",20191006,"080900",40.7,4.92,40.63,0.16,0.11,0.46,17.23,7.71,216,389.48,0.72,543.51,0.0241,3,14
"164",20191006,"081900",44.9,3.9,32.16,0.13,0.09,0.45,17.27,12.1,211.5,433.06,0.79,547.8,0.02422,3,15
"165",20191006,"082900",79.58,3.23,26.68,0.11,0.07,0.46,17.33,16.76,207,110.8,0.18,647.15,0.02438,3,16
"166",20191006,"083900",109.7,2.39,19.75,0.08,0.05,0.46,17.45,15.16,198,66.95,0.1,662.86,0.02451,3,17
"167",20191006,"084900",113.1,2.2,18.18,0.07,0.05,0.47,17.56,18.89,198,168.46,0.28,653.61,0.02468,3,18
"168",20191006,"085900",106.9,1.92,15.81,0.06,0.04,0.45,17.67,14.63,198,996.78,1.7,587.86,0.0248,3,19
"169",20191006,"090900",108.8,2.31,19.06,0.07,0.05,0.45,17.78,11.44,175.5,954.85,1.6,599.58,0.02489,3,20
"170",20191006,"091900",135.4,2.3,18.97,0.08,0.05,0.46,17.86,12.77,184.5,661.98,1.04,641.29,0.02499,3,21
"171",20191006,"092900",159.7,2.31,19.08,0.08,0.05,0.47,18.27,10.77,211.5,1377.83,2.29,604.54,0.02507,3,22
"172",20191006,"093900",232,2.09,17.23,0.07,0.05,0.47,18.68,9.71,193.5,1178.79,1.8,653.55,0.02513,3,23
"173",20191006,"094900",206.8,1.66,13.65,0.05,0.04,0.45,18.98,7.58,198,1828.46,3.08,601.3,0.02516,3,24
"174",20191006,"095900",269.9,1.54,12.72,0.05,0.04,0.43,19.21,10.64,184.5,2718.8,4.69,579.48,0.02523,3,25
"175",20191006,"100900",328.5,1.79,14.74,0.06,0.04,0.44,19.84,7.71,166.5,3326.25,5.75,578.11,0.02526,3,26
"176",20191006,"101900",271.6,2.35,19.39,0.08,0.05,0.46,20.31,7.58,198,2674.73,4.78,561.02,0.02531,3,27
"177",20191006,"102900",186.8,1.81,14.93,0.06,0.04,0.45,20.14,7.71,180,1938.33,3.39,572.52,0.02534,3,28
"178",20191006,"103900",221.9,1.95,16.1,0.06,0.05,0.44,20.42,8.38,193.5,2287.04,3.98,573.66,0.02539,3,29
"179",20191006,"104900",140.7,2.19,18.04,0.07,0.05,0.44,19.89,7.18,193.5,1423.09,2.51,567.87,0.02542,3,30
"180",20191006,"105900",137.2,2.12,17.51,0.07,0.05,0.47,20.11,9.44,207,1403.49,2.47,568.13,0.02548,3,31
"181",20191006,"110900",198.2,2.18,18.03,0.07,0.05,0.43,20.46,10.24,216,2008.47,3.51,570.7,0.02555,3,32
"182",20191006,"111900",181.6,2.04,16.79,0.07,0.05,0.45,20.43,7.58,211.5,1857.86,3.24,572.11,0.02558,3,33
"183",20191006,"112900",176.4,1.7,14.03,0.06,0.04,0.45,20.49,7.98,211.5,1832.01,3.21,569.88,0.02562,3,34
"184",20191006,"113900",203.1,1.89,15.58,0.06,0.04,0.44,21.09,8.11,207,2114.83,3.7,571.23,0.02566,3,35
"185",20191006,"114900",190.6,2.08,17.12,0.07,0.05,0.44,20.99,9.18,225,1968.24,3.45,569.76,0.02572,3,36
"186",20191006,"115900",160.1,1.98,16.32,0.06,0.04,0.44,20.96,11.3,216,1593.97,2.89,550.94,0.02579,3,37
"187",20191006,"120900",144.5,2.32,19.1,0.08,0.05,0.44,20.58,8.51,211.5,1468.01,2.59,566.09,0.02584,3,38
"188",20191006,"121900",156.3,2.26,18.63,0.08,0.05,0.44,20.4,13.17,193.5,1597.83,2.81,568.24,0.02595,3,39
"189",20191006,"122900",126.2,2.26,18.59,0.08,0.05,0.43,20.36,9.04,207,1285.43,2.28,563.07,0.026,3,40
"190",20191006,"123900",140.1,2.61,21.51,0.09,0.06,0.43,20.72,7.58,202.5,1413.39,2.5,565.62,0.02605,3,41
"191",20191006,"124900",138.4,2.17,17.94,0.07,0.05,0.46,20.74,9.44,234,1432.11,2.52,566.55,0.0261,3,42
"192",20191006,"125900",295.2,2.15,17.73,0.07,0.05,0.46,21.74,10.51,198,3118.77,5.41,576.78,0.02617,3,43
"193",20191006,"130900",195.2,2.48,20.5,0.08,0.06,0.44,21.66,10.91,225,1993.45,3.52,566.86,0.02625,3,44
"194",20191006,"131900",336.8,2.02,16.68,0.07,0.05,0.45,22.3,9.31,207,3487.54,6.07,572.98,0.02631,3,45
"195",20191006,"132900",146.7,2.17,17.91,0.07,0.05,0.44,21.22,13.3,220.5,1484.05,2.65,558.59,0.02641,3,46
"196",20191006,"133900",207.3,1.88,15.51,0.06,0.04,0.41,22.02,10.91,220.5,2129.16,3.8,554.64,0.02648,3,47
"197",20191006,"134900",149.9,2.44,20.15,0.08,0.06,0.42,21.23,12.1,211.5,1507.48,2.68,561.54,0.02657,3,48
"198",20191006,"135900",166.5,2.42,19.91,0.08,0.06,0.43,21.44,7.98,198,1708.12,3.02,564.8,0.02662,3,49
"199",20191006,"140900",78.5,2.34,19.29,0.08,0.05,0.44,20.7,12.5,207,763.33,1.39,547.91,0.02671,3,50
"200",20191006,"141900",59.7,2.75,22.66,0.09,0.06,0.43,20.29,8.11,211.5,585.37,1.07,544.23,0.02676,3,51
"201",20191006,"142900",69.4,3.48,28.67,0.11,0.08,0.45,20.04,8.25,216,692.18,1.25,551.92,0.02682,3,52
"202",20191006,"143900",52.5,3.95,32.6,0.13,0.09,0.44,19.68,9.04,198,511.68,0.94,544.76,0.0269,3,53
"203",20191006,"144900",51.4,3.99,32.94,0.13,0.09,0.46,19.57,10.64,225,503.86,0.92,545.85,0.02699,3,54
"204",20191006,"145900",58.9,4.13,34.08,0.14,0.09,0.45,19.29,7.45,193.5,570.31,1.03,546.49,0.02705,3,55
"205",20191006,"150900",33,4.07,33.55,0.14,0.09,0.45,18.85,7.45,189,314.99,0.59,534.44,0.02711,3,56
"206",20191006,"151900",36.7,4.32,35.68,0.14,0.1,0.44,18.77,7.45,216,344.56,0.64,535.69,0.02718,3,57
"207",20191006,"152900",47.4,4.24,34.99,0.14,0.1,0.45,18.57,6.12,198,442.62,0.83,530.9,0.02723,3,58
