"","DIA","TIME","IRR","TEMP","MA","PDC","PRECIP"
"51",22,51,979.3,32.41,0.38878,8128.73,0
"52",22,52,953,32.66,0.38885,7910.12,0
"53",22,53,861.6,33.21,0.3889,7028.04,0
"54",22,54,453.1,32.04,0.38894,3985.12,0
"55",22,55,857.8,32.29,0.38895,7042.36,0
"56",22,56,856.3,33.04,0.38907,7176.6,0
"57",22,57,803.2,33.19,0.38915,6784.7,0
"58",22,58,766.8,33.14,0.3892,6470.27,0
"59",22,59,747.2,33.32,0.38933,6321.23,0
"60",22,60,708.5,33.06,0.3894,5980.98,0
"61",22,61,655.2,33.45,0.38945,5490.66,0
"62",22,62,608.5,33.39,0.38953,5110.05,0
"63",22,63,567.1,33.06,0.38959,4783.04,0
"64",22,64,521.9,33.1,0.38962,4322.69,0
"65",22,65,483.3,33.14,0.38972,3914.96,0
"66",22,66,438.2,32.89,0.38976,3550.69,0
"67",22,67,388.2,33.69,0.38979,2711.09,0
"68",22,68,341.4,33.41,0.38981,1836.94,0
"69",22,69,290.1,32.89,0.38987,1433.73,0
"70",22,70,243.9,33.02,0.38989,1135.34,0
"71",22,71,138.4,32.1,0.38989,585.96,0
"72",22,72,138.8,31.71,0.38991,514.24,0
"73",22,73,117.9,32.02,0.38992,473.57,0
"74",22,74,86.5,31.36,0.38993,414.85,0
"75",22,75,44.6,30.29,0.38993,318.81,0
"76",22,76,31.6,29.74,0.38992,228.04,0
"77",22,77,17,28.89,0.3899,139.97,0
"78",22,78,8.4,27.93,0.38988,72.81,0
"79",22,79,0.9,26.94,0.38986,23.58,0
"80",23,1,8.5,21.04,0.39222,61.38,0
"81",23,2,18.1,21.41,0.39225,142.5,0
"82",23,3,30.8,22.09,0.39231,251.8,0
"83",23,4,44.4,23.39,0.39237,367.96,0
"84",23,5,64.5,25.42,0.39243,533.03,0
"85",23,6,75.9,26.29,0.39247,634.75,0
"86",23,7,67.2,25.04,0.39251,576.5,0
"87",23,8,137.5,27.59,0.39254,1210.57,0
"88",23,9,180.4,28.96,0.39259,1612.69,0
"89",23,10,223.6,28.52,0.39266,2010.86,0
"90",23,11,268.2,28.5,0.39273,2440.84,0
"91",23,12,314.4,28.48,0.39283,2900.73,0
"92",23,13,360.5,27.51,0.39296,3346.58,0
"93",23,14,406.1,27.19,0.39306,3703.95,0
"94",23,15,451.5,27.28,0.39318,4161.68,0
"95",23,16,495.5,27.69,0.39329,4542.15,0
"96",23,17,538.9,28.07,0.39339,4909.52,0
"97",23,18,582.1,28.28,0.3935,5284.14,0
"98",23,19,622.9,28.53,0.39367,5641.14,0
"99",23,20,662.6,29.2,0.39383,5939.07,0
"100",23,21,700.9,29.74,0.39395,6200.43,0
"101",23,22,738.4,29.65,0.39407,6537.67,0
"102",23,23,774.4,29.89,0.39419,6798.11,0
"103",23,24,807.9,30.16,0.39432,6928.54,0
"104",23,25,839.9,30.87,0.39447,7283.39,0
"105",23,26,870.4,31.23,0.39459,7482.69,0
"106",23,27,898.6,31.92,0.39472,7653.3,0
"107",23,28,926.2,32.11,0.39482,7873.85,0
"108",23,29,951.3,32.88,0.39492,7999.74,0
"109",23,30,974.8,33.34,0.39501,8185.79,0
"110",23,31,994.5,33.84,0.39502,8282.77,0
"111",23,32,1013.7,33.53,0.39507,8321.98,0
"112",23,33,1029.9,33.6,0.39514,8398.28,0
"113",23,34,1042.1,34.4,0.39514,8431.07,0
"114",23,35,1052.9,34.42,0.39517,8430.86,0
"115",23,36,1063.4,33.93,0.39523,8427.48,0
"116",23,37,1070,33.05,0.3953,8418.31,0
"117",23,38,1079.7,33.08,0.39536,8397.6,0
"118",23,39,1100.4,34.68,0.39538,8420.6,0
"119",23,40,997.5,33.4,0.39543,7589.57,0
"120",23,41,1092.3,33.21,0.39551,8384,0
"121",23,42,753.7,32.62,0.39559,5455.96,0
"122",23,43,1111.5,33.64,0.39562,8431.56,0
"123",23,44,1109.4,33.78,0.39568,8428.2,0
"124",23,45,1131.9,33.89,0.39577,8424.66,0
"125",23,46,1113.4,34.11,0.39582,8433.65,0
"126",23,47,975,33.63,0.3959,7412.37,0
"127",23,48,1093.9,33.55,0.39596,8425.53,0
"128",23,49,807.1,34.8,0.39597,6298.9,0
"129",23,50,1014.7,34.35,0.396,8169.8,0
"130",23,51,1022.1,35.43,0.39607,8203.5,0
"131",23,52,974.9,35.13,0.39609,7876.25,0
"132",23,53,962.1,34.86,0.3961,7741.54,0
"133",23,54,921.1,35.24,0.39614,7409.21,0
"134",23,55,888,35.75,0.39621,7230.48,0
"135",23,56,843,35.88,0.39627,6973.97,0
"136",23,57,803.7,35.13,0.3963,6638.64,0
"137",23,58,774.2,35.94,0.39639,6454.79,0
"138",23,59,745.5,36.07,0.39643,6200.02,0
"139",23,60,716.3,35.99,0.39652,5971.58,0
"140",23,61,682.8,35.84,0.39655,5608.93,0
"141",23,62,633.1,36.67,0.39662,5229.01,0
"142",23,63,592.2,34.94,0.39664,4872.76,0
"143",23,64,342.9,35.21,0.39665,2811.67,0
"144",23,65,204,33.56,0.39669,1710.3,0
"145",23,66,444.2,35.6,0.39675,3574.32,0
"146",23,67,405.7,36.24,0.3968,2627.78,0
"147",23,68,347.3,35.89,0.39682,1903.67,0
"148",23,69,292.5,35.31,0.39684,1494.2,0
"149",23,70,241.7,34.98,0.39687,1086.28,0
"150",23,71,120.4,33.89,0.39688,539.43,0
"151",23,72,51.3,32.56,0.3969,406.9,0
"152",23,73,105,32.64,0.3969,457.29,0
"153",23,74,81.4,33.02,0.39689,383.06,0
"154",23,75,52.6,33.23,0.39689,300.08,0
"155",23,76,30.7,32.72,0.39688,226.66,0
"156",23,77,17.4,31.06,0.39687,148.72,0
"157",23,78,9,30.31,0.39688,82.25,0
"158",23,79,1.1,30.02,0.39689,26.63,0
"159",24,1,8.4,23.31,0.40264,64.19,0
"160",24,2,16.4,23.53,0.4027,133.91,0
"161",24,3,25.1,23.99,0.40275,209.53,0
"162",24,4,33.9,25.07,0.40274,282.6,0
"163",24,5,50.3,27,0.40275,418.78,0
"164",24,6,72.7,27.86,0.40279,615.63,0
"165",24,7,101.7,28.42,0.40282,885.05,0
"166",24,8,135.9,29.67,0.40283,1202.74,0
"167",24,9,174.7,29.73,0.40286,1563.97,0
"168",24,10,216.6,30.59,0.40286,1959.54,0
"169",24,11,260.5,32.08,0.40285,2360.53,0
"170",24,12,304.3,32.46,0.40284,2761.84,0
"171",24,13,350.4,30.12,0.40286,3163.67,0
"172",24,14,393.1,29.5,0.40287,3553.19,0
"173",24,15,437.1,29.61,0.40287,3904.38,0
"174",24,16,479.8,30.2,0.40287,4256.28,0
"175",24,17,523,30.01,0.4029,4605.23,0
"176",24,18,564.1,30.76,0.40294,4949.28,0
"177",24,19,606.9,31.19,0.40296,5271.42,0
"178",24,20,643.7,31.28,0.40298,5539.77,0
"179",24,21,680.7,31.48,0.40301,5817.68,0
"180",24,22,716.7,33.48,0.40301,6103.38,0
"181",24,23,755,32.2,0.40305,6392.94,0
"182",24,24,787.5,32.52,0.40308,6644.95,0
"183",24,25,817.1,33.46,0.40311,6816.2,0
"184",24,26,849.3,33.66,0.40316,7030.45,0
"185",24,27,881.3,33.69,0.40323,7259.1,0
"186",24,28,794.7,33.95,0.40327,6379.94,0
"187",24,29,809.7,35.37,0.40335,6403.04,0
"188",24,30,785.5,34.89,0.40337,6259.48,0
"189",24,31,1051.8,34.9,0.4034,7951.29,0
"190",24,32,996.4,36.31,0.40341,7789.77,0
"191",24,33,1102,36.37,0.40349,8398.27,0
"192",24,34,1047.7,35.58,0.40352,7886.46,0
"193",24,35,934.9,35.44,0.40358,6614.02,0
"194",24,36,753.5,34.83,0.40365,5538.17,0
"195",24,37,587.3,33.9,0.40373,4493.7,0
"196",24,38,321.6,32.64,0.40376,2394.34,0
"197",24,39,483,33.86,0.40377,3753.3,0
"198",24,40,504.8,34.44,0.40384,4049.17,0
"199",24,41,1158.2,34.91,0.40388,8398.84,0
"200",24,42,1179.1,35.83,0.40392,8404.2,0
"201",24,43,1149.3,35.71,0.40398,8402.4,0
"202",24,44,554,34.85,0.40402,4088.43,0
"203",24,45,208.5,34.19,0.40406,1791.24,0
"204",24,46,934.7,35.14,0.40408,6696.34,0
"205",24,47,1124.4,35.85,0.40415,8389.31,0
"206",24,48,1070.9,36.36,0.40426,8402.15,0
"207",24,49,1068.5,36.09,0.40432,8423.22,0
"208",24,50,1065.5,35.38,0.40442,8270.18,0
"209",24,51,983.2,36.21,0.40447,7605.11,0
"210",24,52,238.1,34.69,0.40457,1963.01,0
"211",24,53,880.4,35.39,0.40468,7333.49,0
"212",24,54,962,36.34,0.40479,7808.34,0
"213",24,55,784.5,35.77,0.40485,6181.94,0
"214",24,56,419.4,32.66,0.40498,3365.99,0
"215",24,57,347.9,29.89,0.40516,3010.91,0
"216",24,58,299.5,29.74,0.4053,2672.53,0
"217",24,59,238.6,29.84,0.40534,2108,0
"218",24,60,544.1,31.92,0.40538,4611.9,0
"219",24,61,594.5,32.89,0.40545,5038.55,0
"220",24,62,538,32.62,0.40552,4434.93,0
"221",24,63,574.4,33.99,0.40557,4771.95,0
"222",24,64,417,33.38,0.40561,3405.82,0
"223",24,65,137,32.68,0.40564,1072.28,0
"224",24,66,421.4,33.03,0.40567,3183.07,0
"225",24,67,261.1,34.4,0.4057,1711.44,0
"226",24,68,237.95,33.97,0.40574,1554.27,0
"227",24,69,109.2,33.51,0.40577,902.59,0
"228",24,70,81.8,32.34,0.40582,691.81,0
"229",24,71,88.6,32.1,0.40586,555.78,0
"230",24,72,117.2,33.5,0.40587,604.21,0
"231",24,73,124.2,33.32,0.40591,639.58,0
"232",24,74,90,33.59,0.40595,477.31,0
"233",24,75,57.5,32.07,0.406,345.46,0
"234",24,76,30.7,30.32,0.40599,224.22,0
"235",24,77,10.2,29.56,0.40598,92.7,0
"236",24,78,3.6,28.82,0.40601,41.78,0
"237",24,79,0.1,28.39,0.40603,16.23,0
"238",25,1,1.7,22.57,0.40789,0,0
"239",25,2,8.4,22.46,0.40793,66,0
"240",25,3,17.9,22.69,0.40798,142.28,0
"241",25,4,26.6,23.09,0.408,225.42,0
"242",25,5,36.1,24.41,0.40798,303.72,0
"243",25,6,51.3,27.77,0.40796,432.87,0
"244",25,7,73.5,30.98,0.40794,620.84,0
"245",25,8,101.5,33.71,0.40791,885.27,0
"246",25,9,134.9,33.35,0.4079,1194.31,0
"247",25,10,172.6,31.01,0.4079,1551.73,0
"248",25,11,214.8,30,0.40794,1926.2,0
"249",25,12,261,29.77,0.408,2370.66,0
"250",25,13,306.2,30.77,0.40801,2776.89,0
"251",25,14,352.2,30.51,0.408,3174.47,0
"252",25,15,396.2,28.51,0.40804,3560.99,0
"253",25,16,441.3,28.57,0.40809,3955.37,0
"254",25,17,485.9,28.75,0.40811,4334.46,0
"255",25,18,528.5,29.17,0.40813,4675.23,0
"256",25,19,571.1,29.86,0.40815,4984.87,0
"257",25,20,613.3,30.42,0.40817,5331.7,0
"258",25,21,653.2,30.9,0.40818,5604.75,0
"259",25,22,690.7,31.48,0.4082,5958.41,0
"260",25,23,728.1,31.54,0.40821,6209.99,0
"261",25,24,760.5,31.32,0.40825,6443.04,0
"262",25,25,795,31.77,0.4083,6688.14,0
"263",25,26,829.2,32.51,0.40835,6930.78,0
"264",25,27,862.6,33.31,0.4084,7144.32,0
"265",25,28,890,33.81,0.40843,7317.93,0
"266",25,29,918.7,34.66,0.40849,7535.3,0
"267",25,30,938.1,33.88,0.40856,7650.02,0
"268",25,31,958.9,33.98,0.40861,7744.6,0
"269",25,32,978.5,34.43,0.40866,7889.3,0
"270",25,33,995.3,34.44,0.40873,7983.33,0
"271",25,34,1011.9,35.81,0.40875,8098.79,0
"272",25,35,1023.4,35.15,0.40878,8134.56,0
"273",25,36,1037.7,35.91,0.40882,8265,0
"274",25,37,1047.9,35.36,0.40885,8426.75,0
"275",25,38,1056.6,34.96,0.40888,8425.75,0
"276",25,39,1063.2,34.57,0.40892,8424.71,0
"277",25,40,1068,35.29,0.40896,8439.31,0
"278",25,41,1070.4,34.86,0.40902,8385.54,0
"279",25,42,1077.1,34.82,0.4091,8430.39,0
"280",25,43,1077.9,34.81,0.40916,8417.83,0
"281",25,44,1071,35.42,0.40924,8415.89,0
"282",25,45,1068.1,35.13,0.40932,8401.47,0
"283",25,46,1058.1,35.23,0.40939,8399.82,0
"284",25,47,1045.2,35.23,0.40947,8323.33,0
"285",25,48,1031.8,35.3,0.40954,8265.44,0
"286",25,49,1010.8,35.32,0.40957,8049.5,0
"287",25,50,999.15,35.27,0.40959,8050.15,0
"288",25,51,982,35.57,0.40965,8016.39,0
"289",25,52,962.6,35.62,0.40971,7831.89,0
"290",25,53,935.5,35.81,0.40972,7613.9,0
"291",25,54,912.4,34.92,0.40978,7364.97,0
"292",25,55,892.6,35.96,0.40983,7204.33,0
"293",25,56,879.5,36.56,0.4099,7179.54,0
"294",25,57,793.3,36.36,0.40994,6518.7,0
"295",25,58,802.6,36.15,0.40997,6574.31,0
"296",25,59,764.2,36.59,0.41003,6294.85,0
"297",25,60,727.6,36.81,0.41008,6032.84,0
"298",25,61,701,37.02,0.41014,5781.23,0
"299",25,62,663.3,36.44,0.41022,5444.77,0
"300",25,63,326.9,35.09,0.41029,2580.98,0
"301",25,64,570.3,35.26,0.41029,4793.49,0
"302",25,65,518.5,35.46,0.41034,4210.19,0
"303",25,66,467.4,36.18,0.41042,3804.26,0
"304",25,67,418.5,36.24,0.41046,3077.15,0
"305",25,68,371,35.88,0.41052,2374.17,0
"306",25,69,325.6,35.45,0.41055,1686.29,0
"307",25,70,281.2,35.34,0.41057,1381.43,0
"308",25,71,211.1,34.61,0.41058,953.72,0
"309",25,72,187.9,35.21,0.4106,663.63,0
"310",25,73,145.1,34.46,0.41062,487.2,0
"311",25,74,103.4,33.73,0.41066,458.86,0
"312",25,75,81.5,33.35,0.41068,388.9,0
"313",25,76,54.5,32.87,0.41069,309.54,0
"314",25,77,29.2,32.56,0.41072,229.03,0
"315",25,78,17.7,32.11,0.41074,152.15,0
"316",25,79,6.6,31.45,0.41075,71.89,0
"317",25,80,0.1,30.84,0.41076,15.17,0
"318",26,1,8.9,19.92,0.41275,64.2,0
"319",26,2,17.3,20,0.41278,137.37,0
"320",26,3,25.8,20.81,0.41281,213.69,0
"321",26,4,33.5,22.06,0.41283,286.47,0
"322",26,5,43.6,25.29,0.41284,418.84,0
"323",26,6,59.6,27.94,0.41285,605.78,0
"324",26,7,82.7,27.95,0.41285,864.34,0
"325",26,8,111.7,29.44,0.41285,1164.7,0
"326",26,9,145.1,30.52,0.41287,1499.75,0
"327",26,10,183.3,30.52,0.41289,1845.21,0
"328",26,11,218.3,32.26,0.41291,2203.81,0
"329",26,12,264.4,32.74,0.41293,2631.34,0
"330",26,13,305.2,31.37,0.41297,2998.07,0
"331",26,14,348.4,30.08,0.413,3381.67,0
"332",26,15,390.1,30.09,0.41304,3750.48,0
"333",26,16,432,30.4,0.4131,4116.1,0
"334",26,17,472.3,30.05,0.41315,4450.03,0
"335",26,18,514.3,30.45,0.41323,4786.79,0
"336",26,19,549.5,30.49,0.41331,5055.88,0
"337",26,20,593.8,30.7,0.4134,5356.6,0
"338",26,21,634.7,30.5,0.41348,5764.41,0
"339",26,22,671.1,30.82,0.41354,6034.8,0
"340",26,23,710.1,30.68,0.41361,6329.8,0
"341",26,24,742.6,31.56,0.41366,6546.35,0
"342",26,25,775.5,32.19,0.41374,6790.36,0
"343",26,26,806.6,32.42,0.4138,6994.72,0
"344",26,27,832.9,33.34,0.41384,7180.06,0
"345",26,28,872.6,33.48,0.41389,7436.96,0
"346",26,29,896.8,34.18,0.41397,7610.32,0
"347",26,30,923.1,33.94,0.41405,7723.75,0
"348",26,31,650.3,33.26,0.41411,5259.81,0
"349",26,32,985.5,33.91,0.41419,8336.85,0
"350",26,33,1011.6,35.74,0.41427,8355.44,0
"351",26,34,1015.4,35.3,0.41431,8296.61,0
"352",26,35,1058.5,34.84,0.41436,8420.75,0
"353",26,36,559.7,34.43,0.41444,4365.6,0
"354",26,37,1064.1,33.19,0.41451,8172.17,0
"355",26,38,1097.6,34.94,0.41457,8432.42,0
"356",26,39,1101.9,35.35,0.41466,8404.59,0
"357",26,40,1120.3,34.54,0.41472,8431.54,0
"358",26,41,1098.9,34.25,0.41478,8429.27,0
"359",26,42,1119.4,34.29,0.41482,8439.37,0
"360",26,43,1086.5,34.95,0.41492,8155.43,0
"361",26,44,1085.8,35.42,0.41498,8432.86,0
"362",26,45,1092.6,35.59,0.41504,8437.22,0
"363",26,46,820.3,34.44,0.4151,6509.92,0
"364",26,47,1047.9,35.39,0.41521,8428.34,0
"365",26,48,551.8,35.12,0.41529,4482.76,0
"366",26,49,412.8,35.07,0.41534,3423.59,0
"367",26,50,698,34.67,0.41544,5891.7,0
"368",26,51,1071,36.5,0.41554,8381.2,0
"369",26,52,1091,36.25,0.41564,8405.68,0
"370",26,53,1092.6,37.28,0.41573,8385.6,0
"371",26,54,842.5,37.1,0.41585,6593.97,0
"372",26,55,529.5,34.97,0.41594,4534.58,0
"373",26,56,709.6,36.5,0.41602,6024.28,0
"374",26,57,234.5,31.63,0.41615,1974.01,0
"375",26,58,146.8,30.69,0.41626,1286.83,0
"376",26,59,190.4,30.73,0.41638,1724.73,0
"377",26,60,159.8,31.11,0.41648,1379.47,0
"378",26,61,168.3,31.02,0.41667,1475.11,0
"379",26,62,136.5,30.01,0.41681,1200.78,0
"380",26,63,149.6,29.6,0.4169,1342.4,0
"381",26,64,216.8,30.18,0.41699,1905.51,0
"382",26,65,386.5,30.91,0.41712,3268.21,0
"383",26,66,393.2,32.13,0.41719,3049.65,0
"384",26,67,277,32.34,0.41727,1854.97,0
"385",26,68,296.2,32.56,0.41732,1729.3,0
"386",26,69,188.4,32.45,0.41737,1171.69,0
"387",26,70,105.4,32.17,0.4174,692.82,0
"388",26,71,102.5,31.93,0.41743,680.5,0
"389",26,72,98.5,31.83,0.41748,661.46,0
"390",26,73,83.1,31.05,0.41757,602.83,0
"391",26,74,102.2,31.92,0.41759,708.96,0
"392",26,75,92.6,32.01,0.41764,715.44,0
"393",26,76,56.8,32.08,0.41764,469.88,0
"394",26,77,26.9,31.51,0.41765,230.95,0
"395",26,78,13.1,29.91,0.41765,119.39,0
"396",26,79,3.7,29.15,0.41766,43.75,0
"397",27,1,115.67,27.12,0.41856,1199.81,0
"398",27,2,143.4,27.28,0.41866,1488.89,0
"399",27,3,189.2,28.25,0.41874,1940.1,0
"400",27,4,232.6,28.03,0.41883,2358.83,0
"401",27,5,271.5,27.2,0.41895,2740.67,0
"402",27,6,308.3,26.7,0.41902,3083.41,0
"403",27,7,350.3,26.57,0.41908,3475.33,0
"404",27,8,391.4,26.84,0.41917,3778.26,0
"405",27,9,439.8,27.02,0.41925,4307.02,0
"406",27,10,480.5,27.44,0.41937,4650.58,0
"407",27,11,523.7,27.99,0.41948,4991.08,0
"408",27,12,564.6,28.96,0.41955,5295.9,0
"409",27,13,603,29.76,0.4196,5559.43,0
"410",27,14,639.9,30.18,0.41966,5817.95,0
"411",27,15,674.6,30.73,0.41974,6083.37,0
"412",27,16,707.8,30.8,0.41986,6332.58,0
"413",27,17,743.3,31.53,0.41994,6590.34,0
"414",27,18,776.2,32.2,0.42001,6809.06,0
"415",27,19,810.8,31.95,0.42013,6862.16,0
"416",27,20,889.8,33.05,0.42027,7551.59,0
"417",27,21,944,34.33,0.42035,7710.12,0
"418",27,22,906.7,34.63,0.42043,7551.8,0
"419",27,23,922.9,34.56,0.4205,7310.64,0
"420",27,24,1035.4,34.16,0.4206,8187.33,0
"421",27,25,567.3,33.68,0.42077,4406.4,0
"422",27,26,959,33.79,0.42088,7209.74,0
"423",27,27,432,33.87,0.42099,3678.5,0
"424",27,28,1045,35.32,0.42112,7446.2,0
"425",27,29,280.7,33.08,0.42119,2349.98,0
"426",27,30,796.6,33.93,0.42127,5792.62,0
"427",27,31,1013.2,34.11,0.42139,6717.15,0
"428",27,32,397.9,32.8,0.42151,3201.21,0
"429",27,33,1017.5,34.7,0.42163,7546.64,0
"430",27,34,1180.3,34.79,0.42175,8177.3,0
"431",27,35,1145.7,34.7,0.4219,8136.86,0
"432",27,36,473.2,34.18,0.42197,3726.3,0
"433",27,37,843.6,34.34,0.42202,6401.78,0
"434",27,38,841.3,35.02,0.42213,6009.07,0
"435",27,39,305.4,33.81,0.42223,2588.37,0
"436",27,40,880.7,34.48,0.42235,6985.09,0
"437",27,41,418.7,34.22,0.42245,3508.69,0
"438",27,42,565.2,33.39,0.42261,4733.76,0
"439",27,43,310.3,31.67,0.42281,2682.47,0
"440",27,44,314.1,30.7,0.42298,2884.74,0
"441",27,45,425.9,31.09,0.42321,3824.37,0
"442",27,46,403.1,31.7,0.42339,3574.01,0
"443",27,47,263.7,31.36,0.42353,2371.78,0
"444",27,48,655.3,31.93,0.42373,5519.93,0
"445",27,49,866,32.66,0.4239,7487.02,0
"446",27,50,761.7,32.86,0.42402,6538.84,0
"447",27,51,385.2,32.18,0.42412,3259.9,0
"448",27,52,263.2,30.92,0.42422,2278.94,0
"449",27,53,139.2,26.88,0.42439,1227.13,0
"450",27,54,125.8,25.12,0.42455,1133.64,0
"451",27,55,111.3,25.67,0.42465,980.74,0
"452",27,56,80.7,26.18,0.42467,692.08,0
"453",27,57,75,26.67,0.42465,636.64,0
"454",27,58,72.1,27.22,0.42465,625.38,0
"455",27,59,56.3,27.21,0.42465,480.12,0
"456",27,60,57.5,27.82,0.42469,496,0
"457",27,61,57.2,28.32,0.42471,493.64,0
"458",27,62,61,28.46,0.42478,529.1,0
"459",27,63,73.6,28.31,0.42486,652.74,0
"460",27,64,80,28.51,0.42492,714.03,0
"461",27,65,79.3,28.33,0.42497,690.78,0
"462",27,66,72.1,28.34,0.42502,623.22,0
"463",27,67,60.8,28.19,0.42515,525.41,0
"464",27,68,48,27.36,0.42534,409.67,0
"465",27,69,33.7,26.96,0.4254,283.56,0
"466",27,70,21.9,26.74,0.42552,184.11,0
"467",27,71,10.4,26.42,0.42559,84.94,0
"468",27,72,0.7,26.06,0.42566,12.63,0
"469",28,1,6.44,21.12,0.42728,50.93,0
"470",28,2,16.6,21.1,0.42726,134.3,0
"471",28,3,25.8,21.91,0.42724,214.27,0
"472",28,4,34.2,23.34,0.42722,293.83,0
"473",28,5,44.8,26.39,0.4272,425.38,0
"474",28,6,58.6,28.54,0.4272,596.19,0
"475",28,7,81.2,27.77,0.42723,839.84,0
"476",28,8,110.4,27.98,0.42731,1146.56,0
"477",28,9,144,29.09,0.42737,1493.36,0
"478",28,10,184.4,30.44,0.42742,1886.33,0
"479",28,11,153.3,29.06,0.42746,1494.38,0
"480",28,12,220.8,28.47,0.42747,2211.48,0
"481",28,13,304.6,29.59,0.42755,3036.2,0
"482",28,14,361.8,28.6,0.42759,3589.04,0
"483",28,15,411.2,29.5,0.42763,4002.29,0
"484",28,16,456.5,29.59,0.42769,4390.63,0
"485",28,17,481.7,29.65,0.42777,4523.19,0
"486",28,18,523.6,29.73,0.42785,4926.1,0
"487",28,19,562.4,30.32,0.42793,5262.62,0
"488",28,20,606,31.46,0.42804,5621.22,0
"489",28,21,607.3,31.4,0.42816,5617.85,0
"490",28,22,662.5,31.84,0.42831,6103.62,0
"491",28,23,785.2,32.21,0.42841,7125.41,0
"492",28,24,728.5,32.37,0.42854,6498.11,0
"493",28,25,675.4,31.78,0.42867,6043.05,0
"494",28,26,751.6,32.21,0.42878,6699.29,0
"495",28,27,828.8,32.72,0.42892,7124.49,0
"496",28,28,813.1,33.36,0.42902,7135.92,0
"497",28,29,814.6,32.93,0.42914,7144.77,0
"498",28,30,761.4,33.09,0.42929,6442,0
"499",28,31,912.9,33.13,0.42941,7759.23,0
"500",28,32,790.1,32.6,0.42957,6897.89,0
"501",28,33,779.7,32.85,0.42969,6878.71,0
"502",28,34,815.6,32.94,0.42986,7188.27,0
"503",28,35,600.4,32.59,0.43,5203.04,0
"504",28,36,873.2,33.33,0.43014,7267.37,0
"505",28,37,989.1,33.25,0.4303,7140.25,0
"506",28,38,1052.4,34.26,0.43041,7865.41,0
"507",28,39,896.7,34.06,0.43058,6843.39,0
"508",28,40,807.4,33.31,0.43069,6204.29,0
"509",28,41,661.6,32.79,0.43082,5852.52,0
"510",28,42,714.5,32.77,0.43095,6118.42,0
"511",28,43,848.5,33.41,0.43104,7314.04,0
"512",28,44,788.2,32.87,0.43117,6862.61,0
"513",28,45,964.7,33.54,0.43128,8114.16,0
"514",28,46,897.8,33.4,0.43149,7300.92,0
"515",28,47,642.3,33.39,0.43169,5288.82,0
"516",28,48,853,32.91,0.43182,7192.06,0
"517",28,49,755.6,33.21,0.43201,6232.96,0
"518",28,50,918.8,33.49,0.43214,7727.2,0
"519",28,51,1005,34.02,0.43228,8269.03,0
"520",28,52,746,33.61,0.43245,6220.01,0
"521",28,53,826.2,33.81,0.43261,7034.14,0
