dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_DC,I_DC,V_DC,m
20191004,000900,0,11.72,96.7,0.39,0.27,0.48,23.96,0,135,0,0,0,1.32092135613955e-6
20191004,001900,0,10.81,89.18,0.36,0.24,0.47,23.84,0,135,0,0,0,2.53919863992587e-6
20191004,002900,0,9.81,80.97,0.33,0.22,0.49,23.73,2.39,121.5,0,0,0,8.66075503318502e-6
20191004,003900,0,8.88,73.3,0.3,0.2,0.48,23.94,0,135,0,0,0,8.95316098153925e-6
20191004,004900,0,8.09,66.76,0.27,0.18,0.47,23.87,0,135,0,0,0,9.54834825121473e-6
20191004,005900,0,7.62,62.84,0.25,0.17,0.47,23.44,0,135,0,0,0,1.02066479889037e-5
20191004,010900,0,7.44,61.36,0.25,0.17,0.47,23.06,0,135,0,0,0,1.09067552567864e-5
20191004,011900,0,7.36,60.75,0.25,0.17,0.46,22.85,1.2,135,0,0,0,1.34892682577838e-5
20191004,012900,0,7.05,58.17,0.23,0.16,0.48,22.56,0,135,0,0,0,1.41170874055433e-5
20191004,013900,0,7.31,60.33,0.24,0.16,0.49,22.38,0,135,0,0,0,1.48330820478012e-5
20191004,014900,0,8.52,70.34,0.28,0.19,0.49,22.69,0,135,0,0,0,1.57794103055342e-5
20191004,015900,0,8.93,73.65,0.3,0.2,0.5,23.34,0,135,0,0,0,1.67991527144852e-5
20191004,020900,0,7.5,61.89,0.25,0.17,0.48,23.02,0.8,135,0,0,0,1.87320155533652e-5
20191004,021900,0,6.72,55.48,0.22,0.15,0.48,22.79,0,135,0,0,0,1.93843088977404e-5
20191004,022900,0,7.03,57.95,0.23,0.16,0.46,22.58,0,135,0,0,0,2.01002835074229e-5
20191004,023900,0,6.88,56.77,0.23,0.16,0.48,22.55,0,135,0,0,0,2.08058908252402e-5
20191004,024900,0,6.63,54.68,0.22,0.15,0.47,22.39,0,135,0,0,0,2.14797624756301e-5
20191004,025900,0,6.23,51.4,0.21,0.14,0.47,22.29,0,135,0,0,0,2.21021930386898e-5
20191004,030900,0,6.03,49.75,0.2,0.14,0.46,22.17,1.06,135,0,0,0,2.41056586540847e-5
20191004,031900,0,5.44,44.87,0.18,0.12,0.46,22.23,4.52,90,0,0,0,3.07516348804935e-5
20191004,032900,0,5.19,42.84,0.17,0.12,0.46,22.5,0.13,90,0,0,0,3.1258271099551e-5
20191004,033900,0,5.3,43.74,0.18,0.12,0.46,22.55,0,90,0,0,0,3.16208570146248e-5
20191004,034900,0,5.02,41.43,0.17,0.11,0.47,22.23,0,90,0,0,0,3.19523502503873e-5
20191004,035900,0,5.11,42.16,0.17,0.12,0.48,22.04,0,90,0,0,0,3.23264079614338e-5
20191004,040900,0,5.08,41.91,0.17,0.12,0.45,21.78,0.27,90,0,0,0,3.30525482303179e-5
20191004,041900,0,5.57,45.95,0.19,0.13,0.46,21.95,0,90,0,0,0,3.35462811393977e-5
20191004,042900,0,6.26,51.61,0.21,0.14,0.46,21.93,0,90,0,0,0,3.41704876283459e-5
20191004,043900,0,6.67,55.01,0.22,0.15,0.46,21.59,0,90,0,0,0,3.48682568803551e-5
20191004,044900,0,6.94,57.24,0.23,0.16,0.46,21.44,0,90,0,0,0,3.56210510696323e-5
20191004,045900,0,6.9,56.9,0.23,0.16,0.47,21.38,0,90,0,0,0,3.63716259541651e-5
20191004,050900,0,6.68,55.1,0.22,0.15,0.48,21.04,1.06,90,0,0,0,3.83719131342152e-5
20191004,051900,0,6.89,56.8,0.23,0.16,0.47,21.34,0,90,0,0,0,3.91265885487375e-5
20191004,052900,7.44,7.61,62.78,0.25,0.17,0.47,21.48,0.27,90,63.15,0.13,478.41,4.03263888746679e-5
20191004,053900,16.4,7.67,63.27,0.26,0.17,0.48,22.28,0,90,140.31,0.27,510.86,4.12275968251205e-5
20191004,054900,33.3,7.3,60.25,0.24,0.17,0.49,25.05,0,153,273.65,0.5,544.82,4.21088355379919e-5
20191004,055900,54.1,6.09,50.28,0.2,0.14,0.47,28.41,0,180,435.1,0.77,564.6,4.28012990570935e-5
20191004,060900,78.6,8.51,70.23,0.29,0.19,0.47,30.45,0,180,620.06,1.08,572.37,4.38704051834698e-5
20191004,061900,111.9,9.76,80.5,0.32,0.22,0.49,30.84,0,180,905.04,1.71,532.31,4.51062987055051e-5
20191004,062900,150,22.59,186.39,0.75,0.51,0.48,29.56,1.6,180,1276.98,2.38,536.96,5.04630323691804e-5
20191004,063900,189.5,8.39,69.2,0.28,0.19,0.48,28.97,3.19,166.5,1675.41,3.03,553.42,5.56610913156354e-5
20191004,064900,230.4,13.09,107.99,0.44,0.3,0.49,29.91,3.19,144,2080.53,3.7,562.74,6.19972872502517e-5
20191004,065900,274.6,10.94,90.27,0.36,0.25,0.5,29.46,5.59,108,2508.61,4.4,569.73,7.20695285184831e-5
20191004,070900,322.3,5.89,48.61,0.2,0.13,0.45,29.58,11.97,103.5,2943.94,5.17,569.73,9.78523556515212e-5
20191004,071900,365,5.21,42.94,0.17,0.12,0.44,29.9,14.63,94.5,3315.98,5.85,567,1.56657832461135e-4
