"","DIA","TIME","IRR","TEMP","MA","PDC"
"1",1,1,0.1,17.24,0.67955,0
"2",1,2,0.1,17.13,0.67956,0
"3",1,3,0.2,16.99,0.67957,0
"4",1,4,0.11,16.99,0.67958,0
"5",1,5,8,16.5,0.68165,47.28
"6",1,6,14.6,16.8,0.6817,107.41
"7",1,7,29.6,17.12,0.68236,222.64
"8",1,8,48,18.05,0.68241,338.24
"9",1,9,68.1,18.74,0.68246,499.4
"10",1,10,108.3,18.91,0.68256,810.09
"11",1,11,161.2,19.64,0.68268,1220.47
"12",1,12,125.8,20,0.68279,1018.68
"13",1,13,154.3,20.78,0.68291,1324.5
"14",1,14,257.4,22.2,0.68305,2353.01
"15",1,15,300.6,22.74,0.68321,2822.44
"16",1,16,345.1,23.16,0.68338,3313.79
"17",1,17,385.6,23.42,0.68354,3728.23
"18",1,18,427.1,23.58,0.68369,4096.94
"19",1,19,473.5,24.42,0.68385,4557.83
"20",1,20,509.8,25.03,0.68399,4838.27
"21",1,21,562,25.06,0.68414,5314.82
"22",1,22,606.4,25.49,0.68426,5677.27
"23",1,23,647.7,25.99,0.68441,6009.82
"24",1,24,686.7,26.02,0.68454,6291.39
"25",1,25,718.2,26.08,0.68467,6527.22
"26",1,26,757.8,26.03,0.68478,6842.06
"27",1,27,795.1,26.3,0.68489,7105.97
"28",1,28,827.9,26.89,0.68501,7334.12
"29",1,29,869.9,27.24,0.68517,7521.19
"30",1,30,757.1,27.66,0.68529,6542.11
"31",1,31,941.6,26.98,0.68541,8140.14
"32",1,32,965.4,27.78,0.68556,8298.23
"33",1,33,983,27.41,0.68573,8383.17
"34",1,34,997.4,27.47,0.68593,8387.72
"35",1,35,1026.8,28.01,0.68607,8419.41
"36",1,36,1040.3,28.16,0.68613,8386.91
"37",1,37,992.3,27.52,0.68626,7984.3
"38",1,38,1062.6,27.67,0.68637,8408.23
"39",1,39,1080.1,27.87,0.68648,8410.63
"40",1,40,1111.5,27.73,0.6866,8419.52
"41",1,41,949.1,28.03,0.68674,7144.25
"42",1,42,1113,28.59,0.68683,7911.43
"43",1,43,1077.8,28.72,0.68692,8170.36
"44",1,44,1112.4,28.16,0.68709,7939.96
"45",1,45,1179.3,29.16,0.68717,8408.78
"46",1,46,1202.1,28.59,0.6873,8410.33
"47",1,47,867,29.23,0.68739,6070.48
"48",1,48,1162.2,30.08,0.68748,8406.24
"49",1,49,402.7,29.27,0.68752,3040.83
"50",1,50,865.7,28.26,0.68762,6356.43
"51",1,51,1108.1,30.19,0.68766,7554.77
"52",1,52,1069.9,29.87,0.68776,8287.46
"53",1,53,1032.3,30.4,0.68785,8167.33
"54",1,54,715,29.75,0.6879,5604.34
"55",1,55,473.5,29.93,0.68794,3816.36
"56",1,56,893.9,31.29,0.688,7502.98
"57",1,57,929.4,32.29,0.68807,7717.44
"58",1,58,236.8,30.34,0.68815,2131.38
"59",1,59,726.5,30.69,0.68823,6459.18
"60",1,60,900.1,33.32,0.68831,7552.79
"61",1,61,373.5,30.39,0.68838,3552.19
"62",1,62,694.9,31.62,0.6885,5921.13
"63",1,63,744.5,32.85,0.68866,6336.03
"64",1,64,728.3,32.93,0.68877,5983.27
"65",1,65,643.2,32.91,0.68888,5355.31
"66",1,66,372.4,31.14,0.68893,3233.85
"67",1,67,575.4,33.78,0.689,4792.72
"68",1,68,508.1,32.06,0.68909,4228.48
"69",1,69,472.1,31.97,0.68919,3867.8
"70",1,70,319.3,31.81,0.68926,2601.58
"71",1,71,178.7,29.38,0.68932,1442.84
"72",1,72,217.3,30.23,0.6894,1697.42
"73",1,73,99.2,27.33,0.68951,667.01
"74",1,74,97.7,27.2,0.68954,576.09
"75",1,75,131,27.14,0.68958,502.53
"76",1,76,87.5,26.87,0.6896,369.59
"77",1,77,49.3,26.32,0.68964,253.95
"78",1,78,20.1,25.91,0.6897,159.4
"79",1,79,12.5,25.27,0.68972,92.86
"80",1,80,4.6,24.59,0.68975,35.14
"81",2,1,7,17.72,0.69269,41.15
"82",2,2,11,18.03,0.69267,83.69
"83",2,3,18.6,18.49,0.69265,147.08
"84",2,4,31.2,22.78,0.69262,299.85
"85",2,5,51.9,25.66,0.69259,517.6
