"","DIA","TIME","IRR","TEMP","MA","PDC"
"1",1,1,8.6,16.61,0.38719,60.46
"2",1,2,15.8,16.73,0.38718,124.8
"3",1,3,24.3,17.48,0.38715,193.09
"4",1,4,33.9,18.82,0.38713,271.14
"5",1,5,49.3,21.82,0.38711,439.68
"6",1,6,72.5,25.5,0.3871,666.06
"7",1,7,102.6,26.84,0.38708,944.93
"8",1,8,139.1,26.77,0.38706,1271.12
"9",1,9,179.8,27.51,0.38703,1641.68
"10",1,10,222.9,26.62,0.387,2029.65
"11",1,11,267.3,27.55,0.38699,2478.46
"12",1,12,312.9,26.16,0.38701,2895.8
"13",1,13,359.3,25.52,0.38703,3334.8
"14",1,14,406.9,25.07,0.38704,3801.97
"15",1,15,453.1,24.73,0.38706,4223.88
"16",1,16,498.3,24.88,0.3871,4618.42
"17",1,17,541.4,25.33,0.38713,4986.68
"18",1,18,583.9,25.84,0.38715,5348.62
"19",1,19,624.4,26.24,0.38718,5694.87
"20",1,20,665.6,26.81,0.38722,5908.3
"21",1,21,703.9,27.98,0.38723,6307.53
"22",1,22,740.2,27.9,0.38725,6562.38
"23",1,23,774.6,28.65,0.38728,6808.14
"24",1,24,810.4,28.98,0.38731,7096.87
"25",1,25,843.8,29.29,0.38735,7353.76
"26",1,26,872.5,29.95,0.38741,7556.45
"27",1,27,900,31.2,0.38745,7769.24
"28",1,28,927,31.47,0.38748,7898.68
"29",1,29,954.3,31.53,0.3875,8073.79
"30",1,30,976.8,31.21,0.38754,7941.41
"31",1,31,995.5,31.98,0.38761,8358.41
"32",1,32,1011.8,32.81,0.38761,8377.84
"33",1,33,1030,31.84,0.38764,8421.01
"34",1,34,1052.4,32.38,0.38769,8434.27
"35",1,35,1062.3,32.77,0.3877,8433.15
"36",1,36,1068.7,31.75,0.38775,8425.9
"37",1,37,1073.6,31.38,0.38778,8432.83
"38",1,38,1085.2,32.31,0.38785,8443.49
"39",1,39,1091.7,32.19,0.38793,8429.52
"40",1,40,1087.4,31.86,0.38801,8433.72
"41",1,41,1087.9,31.64,0.38805,8434.99
"42",1,42,1087.3,31.58,0.38814,8431.8
"43",1,43,1081.9,31.74,0.38817,8441.09
"44",1,44,1077,31.49,0.38827,8437.31
"45",1,45,1070.2,32.11,0.38835,8417.44
"46",1,46,1053.2,31.56,0.3884,8431.38
"47",1,47,1034.5,32.02,0.38847,8408.44
"48",1,48,1022.6,32.26,0.38855,8388.85
"49",1,49,1002.1,32.06,0.38864,8271.38
"50",1,50,985.9,31.99,0.38872,8200.99
"51",1,51,979.3,32.41,0.38878,8128.73
"52",1,52,953,32.66,0.38885,7910.12
"53",1,53,861.6,33.21,0.3889,7028.04
"54",1,54,453.1,32.04,0.38894,3985.12
"55",1,55,857.8,32.29,0.38895,7042.36
"56",1,56,856.3,33.04,0.38907,7176.6
"57",1,57,803.2,33.19,0.38915,6784.7
"58",1,58,766.8,33.14,0.3892,6470.27
"59",1,59,747.2,33.32,0.38933,6321.23
"60",1,60,708.5,33.06,0.3894,5980.98
"61",1,61,655.2,33.45,0.38945,5490.66
