"","DIA","TIME","IRR","TEMP","MA","PDC"
"1",1,1,7.14,21.33,0.13872,51.99
"2",1,2,13.6,21.68,0.13882,106.41
"3",1,3,22,22.73,0.13892,178.69
"4",1,4,34,23.68,0.13899,282.74
"5",1,5,54,24.94,0.13906,458.42
"6",1,6,81.9,25.43,0.13918,719.55
"7",1,7,116.6,25.99,0.13927,1040.22
"8",1,8,156,25.96,0.13943,1402.91
"9",1,9,199.3,26.46,0.13955,1821.97
"10",1,10,243.8,27.14,0.13966,2271.18
"11",1,11,290.2,27.99,0.13976,2744.06
"12",1,12,334.8,28.33,0.13988,3160.48
"13",1,13,386.1,28.32,0.14004,3621.12
"14",1,14,434.9,28.6,0.14019,4070.41
"15",1,15,480.7,29.01,0.14033,4459.26
"16",1,16,571.4,29.18,0.14051,5269.71
"17",1,17,463.8,28.55,0.1407,4327.09
"18",1,18,498.2,28.89,0.14083,4583.47
"19",1,19,680.7,29.42,0.14105,6222
"20",1,20,696.9,30.04,0.1412,6339.1
"21",1,21,724.2,30.46,0.14135,6489.06
"22",1,22,754.1,30.98,0.14148,6690.73
"23",1,23,787.4,30.9,0.14161,6979.18
"24",1,24,818.6,31.04,0.14176,7193.81
"25",1,25,849.8,31.01,0.14189,7441.39
"26",1,26,880,31.75,0.14203,7651.7
"27",1,27,904.9,32.08,0.14217,7807.99
"28",1,28,934.7,32.58,0.14227,7971.5
"29",1,29,957.7,32.48,0.14236,8065.65
"30",1,30,978.7,32.52,0.14246,8184.79
"31",1,31,996.8,32.56,0.1425,8295.09
"32",1,32,1019.6,33.73,0.14254,8351.17
"33",1,33,1031.6,34.64,0.14256,8389.34
"34",1,34,1016.2,33.78,0.14259,8262.21
"35",1,35,968.2,34.61,0.14261,7879.66
"36",1,36,1071.9,33.93,0.14268,7745.39
"37",1,37,962.2,33.69,0.14271,6955.2
"38",1,38,1143.3,33.81,0.14279,8439.21
"39",1,39,1129.3,33.41,0.14285,8429.86
"40",1,40,1153.6,33.87,0.14287,8422.57
"41",1,41,1044.3,35.14,0.14289,7473.87
"42",1,42,250,33.17,0.1429,2110.51
"43",1,43,275.2,32.75,0.14291,2505.43
"44",1,44,551.3,34.69,0.14292,4574.68
"45",1,45,1036.6,34.76,0.14295,7130.93
"46",1,46,283,34.33,0.14298,2395.5
"47",1,47,266.2,33.85,0.14299,2189.78
"48",1,48,251.9,33.44,0.14299,2374.73
"49",1,49,779.8,35.24,0.14301,5948.09
"50",1,50,966.2,35.64,0.14304,7338.23
"51",1,51,897.1,35.76,0.14308,7062.24
"52",1,52,969.5,35.42,0.14314,7963.76
"53",1,53,944.7,36.31,0.14318,7670.59
"54",1,54,559.5,35.58,0.14322,4108.44
"55",1,55,143.3,34.53,0.14322,1223.5
"56",1,56,180.5,34.14,0.14323,1575.53
"57",1,57,416.6,34.74,0.14323,3719.24
"58",1,58,762.5,37.04,0.14325,6513.31
"59",1,59,543.2,36.21,0.14333,4543.57
"60",1,60,335.7,34.32,0.14339,2887.72
"61",1,61,242.3,34.39,0.1434,2062.88
"62",1,62,532.6,35.66,0.14342,4618.82
"63",1,63,513.7,35.69,0.14348,4279.46
"64",1,64,458.9,36.26,0.14348,3783.09
"65",1,65,402.2,35.65,0.14353,3279.66
"66",1,66,361.8,35.71,0.14355,2930.44
"67",1,67,315.3,35.7,0.14359,2512.69
"68",1,68,270.4,35.16,0.14363,2115.25
"69",1,69,222.5,35.32,0.14365,1669.53
"70",1,70,129,34.53,0.14367,1282.99
"71",1,71,66.3,33.28,0.14371,876.46
"72",1,72,83.2,32.67,0.14377,527.83
"73",1,73,59.9,32.3,0.14378,313.91
"74",1,74,33.3,31.61,0.14379,213.37
"75",1,75,19,31.15,0.14381,144.18
"76",1,76,9.5,29.97,0.14379,77.34
"77",1,77,1.3,29.28,0.14377,20.98
"78",2,1,0.3,24.26,0.14966,0
"79",2,2,5.7,24.34,0.14975,38.27
"80",2,3,14.8,24.64,0.14985,118
"81",2,4,24.8,25.56,0.14996,198.83
"82",2,5,37.3,26.25,0.15004,310.03
"83",2,6,56.9,26.82,0.15013,481.14
"84",2,7,83.4,27.22,0.15025,728.16
"85",2,8,117.9,27.51,0.15036,1041.78
"86",2,9,149,27.67,0.15048,1327.91
"87",2,10,192.1,28.17,0.15063,1736.86
"88",2,11,243,28.88,0.15081,2248.21
"89",2,12,282.3,29.39,0.15095,2638.63
"90",2,13,325.3,29.52,0.15111,3034.01
"91",2,14,368.2,29.95,0.15125,3434.69
"92",2,15,409.5,30.49,0.15137,3796.44
"93",2,16,453.1,30.96,0.1515,4165.27
"94",2,17,487.2,31.21,0.15163,4457.05
"95",2,18,525.2,31.48,0.15176,4774.52
"96",2,19,565.3,31.81,0.15192,5134.68
"97",2,20,620.1,32.46,0.15207,5589.12
"98",2,21,663.4,32.64,0.15228,5956.67
"99",2,22,703.4,32.56,0.15242,6281.05
"100",2,23,737,33.13,0.15257,6545.1
"101",2,24,769.2,33.39,0.15274,6781.41
"102",2,25,805.6,33.72,0.15288,7059.85
"103",2,26,832.5,33.9,0.15304,7225.16
"104",2,27,861.2,34.45,0.1532,7402.89
"105",2,28,891.3,34.81,0.15332,7622.54
"106",2,29,918.4,35.04,0.15346,7788.84
"107",2,30,947.5,34.94,0.15363,7976.24
