"","dia_mes_ano","dia","TIME","irr_inv","temp","m","P_DC"
"4452",20200126,46,18,517.4,32.81,0.56845,4885.06
"4453",20200126,46,19,557.4,33.33,0.56847,5191.9
"4454",20200126,46,20,598.8,32.72,0.56855,5521.46
"4455",20200126,46,21,638.5,33.47,0.56859,5822.42
"4456",20200126,46,22,675.8,33.26,0.56865,6127.85
"4457",20200126,46,23,711.7,33.51,0.56869,6324.14
"4458",20200126,46,24,748.9,34.12,0.56872,6649.42
"4459",20200126,46,25,784.5,33.67,0.56877,6935.99
"4460",20200126,46,26,818.3,33.8,0.56882,7150.44
"4461",20200126,46,27,846.7,33.66,0.56888,7369.51
"4462",20200126,46,28,873.8,33.5,0.56893,7500.05
"4463",20200126,46,29,900.8,34.1,0.56897,7671.16
"4464",20200126,46,30,926.5,34.68,0.56897,7828.82
"4465",20200126,46,31,948.2,34.61,0.56899,8013.45
"4466",20200126,46,32,971.2,35.98,0.56898,8047.85
"4467",20200126,46,33,1000.8,34.76,0.56901,8249.19
"4468",20200126,46,34,1030.4,34.27,0.56905,8359.2
"4469",20200126,46,35,1037.7,35.06,0.56904,8415.97
"4470",20200126,46,36,1047.9,35.16,0.56907,8395.36
"4471",20200126,46,37,1096.7,34.35,0.56911,8420.59
"4472",20200126,46,38,1044.8,34.29,0.56912,8149.25
"4473",20200126,46,39,721,33.09,0.56913,5956.67
"4474",20200126,46,40,1113.4,33.49,0.56914,8131.6
"4475",20200126,46,41,1037.6,33.23,0.56914,7578.4
"4476",20200126,46,42,1109.2,33.58,0.56917,7767.17
"4477",20200126,46,43,1094.2,34.77,0.56917,7838.42
"4478",20200126,46,44,1127.3,36.86,0.56918,7906.48
"4479",20200126,46,45,661.9,34.9,0.56921,4265.46
"4480",20200126,46,46,634.1,32.86,0.56925,5211.77
"4481",20200126,46,47,273.85,33.22,0.56927,2378.23
"4482",20200126,46,48,838.8,33.06,0.56929,6239.39
"4483",20200126,46,49,799.9,34.54,0.56935,5920.8
"4484",20200126,46,50,753,34.73,0.56939,6277.3
"4485",20200126,46,51,547.7,33.33,0.56944,4477.2
"4486",20200126,46,52,555.9,34.32,0.56947,4419.05
"4487",20200126,46,53,859.4,33.69,0.56948,7034.81
"4488",20200126,46,54,981.5,35.3,0.56954,8153.23
"4489",20200126,46,55,880.6,35.93,0.56955,7227.7
"4490",20200126,46,56,651.8,35.31,0.56958,5416.58
"4491",20200126,46,57,890.8,35.06,0.56961,7320
"4492",20200126,46,58,834.9,35.85,0.56962,6968.14
"4493",20200126,46,59,857.5,35.65,0.5697,7161.43
"4494",20200126,46,60,784.4,36.35,0.56976,6588.83
"4495",20200126,46,61,754.2,35.44,0.56982,6340.56
"4496",20200126,46,62,708.8,35.43,0.56987,5924.6
"4497",20200126,46,63,682.9,34.99,0.56995,5758.5
"4498",20200126,46,64,620.2,35.09,0.57002,5249.46
"4499",20200126,46,65,540.8,34.76,0.5701,4575.29
"4500",20200126,46,66,483,35.44,0.57015,4093.36
"4501",20200126,46,67,424.5,34.84,0.57021,3448
"4502",20200126,46,68,355.3,34.74,0.57024,2374.89
"4503",20200126,46,69,317.5,34.21,0.5703,1905.89
"4504",20200126,46,70,263.2,33.68,0.57038,1487.93
"4505",20200126,46,71,214.5,33.38,0.57044,1089.26
"4506",20200126,46,72,165.5,33.23,0.57049,840.58
"4507",20200126,46,73,140.2,32.92,0.57053,734.18
"4508",20200126,46,74,101.2,32.39,0.57059,602.02
"4509",20200126,46,75,65.9,31.93,0.57061,449.84
"4510",20200126,46,76,48,31.11,0.57064,367.15
"4511",20200126,46,77,32.8,30.01,0.57066,258.42
"4512",20200126,46,78,25.5,29.37,0.57068,209.22
"4513",20200126,46,79,12.6,29.05,0.57069,102.06
"4514",20200126,46,80,0.6,28.85,0.57071,14.19
"4515",20200127,47,1,5.67,23.31,0.57269,39.56
"4516",20200127,47,2,9.9,23.39,0.5727,78.32
"4517",20200127,47,3,18.5,23.77,0.57271,146.81
"4518",20200127,47,4,27,24.16,0.57271,217.24
"4519",20200127,47,5,35.6,25.65,0.57274,312.1
"4520",20200127,47,6,48.3,27.91,0.57275,465.01
"4521",20200127,47,7,68.1,28.56,0.57279,685.23
"4522",20200127,47,8,95.2,29.44,0.57284,968.02
"4523",20200127,47,9,128.8,29.66,0.57289,1299.34
"4524",20200127,47,10,164.6,30.08,0.57295,1644.77
"4525",20200127,47,11,206.05,30.21,0.57303,2054.44
"4526",20200127,47,12,249.5,31.12,0.57308,2463.56
"4527",20200127,47,13,293.15,31.09,0.57314,2879.41
"4528",20200127,47,14,337.2,30.68,0.57325,3328.43
"4529",20200127,47,15,381.4,31.54,0.57333,3705.09
"4530",20200127,47,16,425.4,31.91,0.57341,4088.78
"4531",20200127,47,17,466.7,32.41,0.5735,4423.47
"4532",20200127,47,18,512.2,32.85,0.57359,4816.34
"4533",20200127,47,19,551.5,33.1,0.57366,5149.71
"4534",20200127,47,20,592.75,33.74,0.57374,5460.98
"4535",20200127,47,21,648.2,32.83,0.57386,5902.65
"4536",20200127,47,22,679.9,33.61,0.57401,6107.12
"4537",20200127,47,23,708.8,33.84,0.5741,6166.11
"4538",20200127,47,24,739.2,34.41,0.57419,6536.57
"4539",20200127,47,25,772.7,34.2,0.57426,6792.2
"4540",20200127,47,26,804.4,34.17,0.57436,7029.74
"4541",20200127,47,27,840.7,34.49,0.57445,7255.9
"4542",20200127,47,28,853.5,34.43,0.57454,7083.77
"4543",20200127,47,29,581.65,34.07,0.5746,4926.86
"4544",20200127,47,30,264.6,33.2,0.57465,2292.94
"4545",20200127,47,31,682.9,33.27,0.57469,5230.16
"4546",20200127,47,32,258.6,32.41,0.5747,2327.07
"4547",20200127,47,33,913.2,33.73,0.57472,6893.34
"4548",20200127,47,34,865.3,35.62,0.57474,6332.21
"4549",20200127,47,35,677,33.26,0.57476,4524.77
"4550",20200127,47,36,1121.3,34.83,0.57479,8417.95
"4551",20200127,47,37,661.1,35.63,0.57484,5461.71
"4552",20200127,47,38,568,33.02,0.57486,4266.81
"4553",20200127,47,39,1197.9,34.17,0.57489,8020.54
"4554",20200127,47,40,484.4,34.53,0.57491,3438.28
"4555",20200127,47,41,1168.9,33.31,0.57497,8181.9
"4556",20200127,47,42,808.6,33.74,0.575,5662.41
"4557",20200127,47,43,1061.8,34.61,0.57504,7804.52
"4558",20200127,47,44,1114.4,34.68,0.57509,8415.79
"4559",20200127,47,45,1083.8,34.52,0.57515,8404.56
"4560",20200127,47,46,1095.4,34.6,0.57523,8081.29
"4561",20200127,47,47,511.85,34.58,0.57527,3519.56
"4562",20200127,47,48,1112.3,33.85,0.57534,8263.6
"4563",20200127,47,49,854.3,34.74,0.57541,6707.92
"4564",20200127,47,50,675.9,34.59,0.5755,5238.23
"4565",20200127,47,51,947,34.19,0.57558,7746.21
"4566",20200127,47,52,459.7,34.84,0.57564,3800.1
"4567",20200127,47,53,660.7,33.39,0.57574,5394.95
"4568",20200127,47,54,481.1,33.41,0.57578,4152.69
"4569",20200127,47,55,893.8,35.41,0.57585,7591.12
"4570",20200127,47,56,866.75,35.39,0.57593,7320.17
"4571",20200127,47,57,770.6,35.71,0.57602,6576.59
"4572",20200127,47,58,628.8,35.38,0.57607,5430.04
"4573",20200127,47,59,579.6,34.48,0.57614,4969.14
"4574",20200127,47,60,724,35.2,0.5762,6272.96
"4575",20200127,47,61,823.8,36.19,0.57626,6989.59
"4576",20200127,47,62,726.4,36.07,0.57632,5660.8
"4577",20200127,47,63,548.2,35.78,0.5764,4627.04
"4578",20200127,47,64,606.3,35.63,0.57647,5133.02
"4579",20200127,47,65,392.9,34.12,0.57661,3288.97
"4580",20200127,47,66,199.9,32.69,0.57668,1686.19
"4581",20200127,47,67,105.2,31.17,0.57674,889.92
"4582",20200127,47,68,111.9,30.64,0.57677,962.97
"4583",20200127,47,69,195.35,30.66,0.5768,1454.54
"4584",20200127,47,70,322.9,31.74,0.57692,2197.72
"4585",20200127,47,71,281.5,32.85,0.57699,1896.03
"4586",20200127,47,72,219.9,32.07,0.57705,1529.05
"4587",20200127,47,73,177.15,31.79,0.57711,1168.92
"4588",20200127,47,74,127.7,31.31,0.57717,841.64
"4589",20200127,47,75,80,31.11,0.57722,571.37
"4590",20200127,47,76,54.45,30.87,0.57725,410.07
"4591",20200127,47,77,35.6,29.56,0.57725,289.27
"4592",20200127,47,78,21.9,28.49,0.57728,181.16
"4593",20200127,47,79,10.2,28.01,0.5773,84.19
"4594",20200127,47,80,0.8,27.51,0.57731,14.08
"4595",20200128,48,1,5,22.7,0.57925,39.59
"4596",20200128,48,2,10.2,22.58,0.57924,77.57
"4597",20200128,48,3,17.8,23.18,0.57923,146.6
"4598",20200128,48,4,27.1,23.62,0.57921,222.38
"4599",20200128,48,5,35.3,24.81,0.57919,311.76
"4600",20200128,48,6,47.6,27.42,0.57917,454.01
"4601",20200128,48,7,66.6,29.75,0.57916,664.08
"4602",20200128,48,8,93.2,30.79,0.57915,938.22
"4603",20200128,48,9,126.2,32.51,0.57916,1267.44
"4604",20200128,48,10,163.8,33.09,0.57916,1629.55
"4605",20200128,48,11,203.9,32.93,0.57918,2013.14
"4606",20200128,48,12,244.9,32.9,0.57922,2413.22
"4607",20200128,48,13,289,32.47,0.57928,2837.04
"4608",20200128,48,14,331.7,33.15,0.57933,3234.74
"4609",20200128,48,15,375.7,33.56,0.57937,3620.79
"4610",20200128,48,16,419.4,35.08,0.5794,3976.45
"4611",20200128,48,17,462.4,34.26,0.57945,4338.9
"4612",20200128,48,18,505.6,33.36,0.57953,4739.56
"4613",20200128,48,19,547.5,33.82,0.57962,5056.13
"4614",20200128,48,20,588.1,33.56,0.57972,5390.85
"4615",20200128,48,21,627.7,34.04,0.5798,5711.97
"4616",20200128,48,22,663.5,33.93,0.57988,5987.37
"4617",20200128,48,23,699.9,34.38,0.57999,6254.97
"4618",20200128,48,24,734.5,35.49,0.58007,6487.46
"4619",20200128,48,25,767.65,34.42,0.58017,6760.8
"4620",20200128,48,26,800.85,34.31,0.58029,6980.86
"4621",20200128,48,27,829.7,34.41,0.58038,7205.8
"4622",20200128,48,28,856.5,35.13,0.58047,7406.14
"4623",20200128,48,29,881.75,35.19,0.58057,7529.61
"4624",20200128,48,30,826.3,34.02,0.58072,7223.2
"4625",20200128,48,31,931.5,34.24,0.58083,7943.44
"4626",20200128,48,32,961.4,34.83,0.5809,8116.39
"4627",20200128,48,33,911.9,34.63,0.581,7560.01
"4628",20200128,48,34,1020.5,34.51,0.58106,8433.57
"4629",20200128,48,35,1028.4,34.88,0.58114,8434.07
"4630",20200128,48,36,772.7,34.72,0.58124,6479.67
"4631",20200128,48,37,784.9,33.3,0.58133,5832.7
"4632",20200128,48,38,717.2,33.63,0.58142,5281.85
"4633",20200128,48,39,499.2,32.94,0.5815,3846.75
"4634",20200128,48,40,678,32.11,0.58156,5566.06
"4635",20200128,48,41,797.5,33.41,0.58166,5914.84
"4636",20200128,48,42,960,33.11,0.58175,7128.82
"4637",20200128,48,43,1018.9,34.6,0.58182,7638.92
"4638",20200128,48,44,1072.3,34.72,0.58189,7794.21
"4639",20200128,48,45,1096.7,34.75,0.58197,8434.86
"4640",20200128,48,46,1043.8,35.18,0.58206,7781.11
"4641",20200128,48,47,1116.9,35.58,0.58211,8431.6
"4642",20200128,48,48,1030.4,35.09,0.58221,7638.58
"4643",20200128,48,49,1066.5,35.04,0.58231,8414.23
"4644",20200128,48,50,1041.7,35.44,0.58239,8407.66
"4645",20200128,48,51,838.6,35.38,0.58251,6846.48
"4646",20200128,48,52,891.2,35.14,0.58261,7390.05
"4647",20200128,48,53,867,35.15,0.58273,6563.46
"4648",20200128,48,54,782.6,34.61,0.58284,6685.39
"4649",20200128,48,55,631.1,35.47,0.58294,5276.68
"4650",20200128,48,56,237.4,32.99,0.58303,2054.37
"4651",20200128,48,57,848.8,34.56,0.58311,7203.48
"4652",20200128,48,58,670.8,35.34,0.58319,5726.4
"4653",20200128,48,59,796.2,36.1,0.5833,6717.04
"4654",20200128,48,60,720.3,36.48,0.58339,6117.72
"4655",20200128,48,61,620.3,36.12,0.58349,5200.88
"4656",20200128,48,62,650.1,36.48,0.58357,5482.62
"4657",20200128,48,63,557.2,36.18,0.58365,4731.85
"4658",20200128,48,64,481.3,35.77,0.58373,4071.52
"4659",20200128,48,65,513.8,35.7,0.58381,4338.95
"4660",20200128,48,66,350.9,35.7,0.58389,2959.28
"4661",20200128,48,67,170,32.85,0.58399,1413.34
"4662",20200128,48,68,174.2,32.47,0.58408,1394.07
"4663",20200128,48,69,101.3,31.98,0.58414,858.89
"4664",20200128,48,70,92,31.41,0.58418,809.19
"4665",20200128,48,71,92,30.92,0.58425,818.68
"4666",20200128,48,72,74.2,30.78,0.5843,658.52
"4667",20200128,48,73,52.2,30.56,0.58436,457.89
"4668",20200128,48,74,38.9,30.15,0.5844,333.07
"4669",20200128,48,75,26.6,29.94,0.58442,229.14
"4670",20200128,48,76,17.1,29.75,0.58447,144.38
"4671",20200128,48,77,9,29.67,0.58452,73.41
"4672",20200128,48,78,1,29.51,0.58457,21.82
"4673",20200128,48,79,0.1,22.59,0.58646,0
"4674",20200129,49,1,5.33,23.99,0.58806,39.85
"4675",20200129,49,2,11.5,24,0.58817,85.8
"4676",20200129,49,3,20.5,24.02,0.58829,161.7
"4677",20200129,49,4,29.5,24.24,0.58842,232.13
"4678",20200129,49,5,38.8,24.96,0.58853,328.04
"4679",20200129,49,6,49.7,26.3,0.58861,478.4
"4680",20200129,49,7,69.1,27.38,0.58866,695.19
"4681",20200129,49,8,95.9,27.84,0.58873,967.68
"4682",20200129,49,9,129.4,28.23,0.58883,1264.23
"4683",20200129,49,10,164.2,28.5,0.58892,1644.88
"4684",20200129,49,11,203.9,28.74,0.58905,1964.63
"4685",20200129,49,12,226.5,28.65,0.58914,2285.74
"4686",20200129,49,13,232.9,28.33,0.58924,2175.35
"4687",20200129,49,14,289.9,26.69,0.58935,2658.06
"4688",20200129,49,15,395.4,28.93,0.58946,3841.35
"4689",20200129,49,16,297.3,28.94,0.58958,2948.36
"4690",20200129,49,17,487.3,28.5,0.58969,4273.01
"4691",20200129,49,18,315.6,28.23,0.58981,2946.52
"4692",20200129,49,19,352.8,26.96,0.58997,3257.19
"4693",20200129,49,20,525.4,28.7,0.59006,5094.17
"4694",20200129,49,21,545.6,29.1,0.59016,4529.11
"4695",20200129,49,22,534.1,28.71,0.59027,4834.05
"4696",20200129,49,23,552.7,29.1,0.59037,4586.88
"4697",20200129,49,24,485.9,28.59,0.59047,4236.78
"4698",20200129,49,25,731.4,28.88,0.59063,6006.67
"4699",20200129,49,26,787.1,29.63,0.59075,6993.74
"4700",20200129,49,27,655.8,30.44,0.59088,5073.81
"4701",20200129,49,28,792.5,30.09,0.59097,5889.88
"4702",20200129,49,29,615.9,29.88,0.59105,4937.37
"4703",20200129,49,30,828.9,29.63,0.59111,6828.54
"4704",20200129,49,31,891.4,31.37,0.5912,7202.04
"4705",20200129,49,32,1058,31.58,0.59131,8419.48
"4706",20200129,49,33,844.3,31.12,0.59142,6814.25
"4707",20200129,49,34,976.1,31.26,0.59154,7464.9
"4708",20200129,49,35,1075.2,31.75,0.59166,8417.52
"4709",20200129,49,36,1074.8,32.7,0.59174,7949.98
"4710",20200129,49,37,773.2,31.24,0.59185,5938.74
"4711",20200129,49,38,829.8,32.4,0.59193,6176.13
"4712",20200129,49,39,754.9,30.45,0.59201,5633.48
"4713",20200129,49,40,1008.3,31.12,0.59214,6988.69
"4714",20200129,49,41,829.3,31.37,0.59222,6132.53
"4715",20200129,49,42,905.6,31.9,0.59231,6117.53
"4716",20200129,49,43,1009,31.9,0.59239,7412.06
"4717",20200129,49,44,1120.6,32.12,0.59249,8416.44
"4718",20200129,49,45,877.25,31.91,0.59259,6294.14
"4719",20200129,49,46,965.7,32.05,0.59268,7348.11
"4720",20200129,49,47,745.55,32,0.59276,5775.74
"4721",20200129,49,48,970.1,32.75,0.59288,8406.14
"4722",20200129,49,49,722.3,32.29,0.59299,5496.8
"4723",20200129,49,50,589.9,32.31,0.59308,4431.46
"4724",20200129,49,51,1045.2,31.73,0.59315,7491.03
"4725",20200129,49,52,930.8,32.97,0.59321,7480.32
"4726",20200129,49,53,914.4,32.89,0.59332,7712.64
"4727",20200129,49,54,789.4,33.03,0.59337,6446.7
"4728",20200129,49,55,878.8,33.62,0.59345,7409.43
"4729",20200129,49,56,654.1,33.25,0.59354,5492.46
"4730",20200129,49,57,707.7,32.68,0.5936,5888.28
"4731",20200129,49,58,468.1,32.93,0.59369,3762.53
"4732",20200129,49,59,629.2,33.12,0.59375,5472.73
"4733",20200129,49,60,691.3,34.44,0.5938,5973.71
"4734",20200129,49,61,341.5,33.94,0.59385,2875.32
"4735",20200129,49,62,318.4,29.66,0.59396,2965.98
"4736",20200129,49,63,267.2,23.82,0.59404,2489.9
"4737",20200129,49,64,82.7,23.63,0.59414,746.42
"4738",20200129,49,65,148.4,21.13,0.59418,1367.82
"4739",20200129,49,66,182.7,23.02,0.59419,1687.26
"4740",20200129,49,67,309.5,24.81,0.59416,2719.33
"4741",20200129,49,68,277.3,29.15,0.59414,2244.66
"4742",20200129,49,69,181.7,27.75,0.59414,1264.08
"4743",20200129,49,70,156.4,28.34,0.59415,1101.13
"4744",20200129,49,71,178.2,28.84,0.59415,1100.73
"4745",20200129,49,72,98.6,29.35,0.59411,762.03
"4746",20200129,49,73,64.5,26.35,0.59408,515.41
"4747",20200129,49,74,66.7,25.81,0.59406,517.24
"4748",20200129,49,75,76.2,27.66,0.59403,549.95
"4749",20200129,49,76,37.4,27.64,0.59411,307.83
"4750",20200129,49,77,18.1,25.69,0.5942,143.81
"4751",20200129,49,78,7.6,25.01,0.59428,64.07
"4752",20200129,49,79,1,24.62,0.59433,14.74
"4753",20200130,50,1,5.8,22.93,0.59799,40.62
"4754",20200130,50,2,9.7,22.96,0.59801,73.59
"4755",20200130,50,3,12.9,23.07,0.59803,106.77
"4756",20200130,50,4,19.8,23.14,0.59806,158.94
"4757",20200130,50,5,31.9,23.28,0.5981,264.69
"4758",20200130,50,6,51.1,23.48,0.59812,441.19
"4759",20200130,50,7,73.5,23.68,0.59815,646.96
"4760",20200130,50,8,88.2,23.94,0.59817,783.21
"4761",20200130,50,9,96.8,24.23,0.59818,863.24
"4762",20200130,50,10,97.3,24.4,0.5982,866.06
"4763",20200130,50,11,110.8,24.48,0.59821,977.74
"4764",20200130,50,12,147.9,24.64,0.59825,1327.48
"4765",20200130,50,13,170,25.09,0.59826,1552.65
"4766",20200130,50,14,230,25.4,0.59831,2128.9
"4767",20200130,50,15,240.6,26.21,0.59832,2233.71
"4768",20200130,50,16,214.5,26.04,0.59837,1988.42
"4769",20200130,50,17,125.5,25.82,0.59838,1103.51
"4770",20200130,50,18,275.7,26,0.59838,2527.18
"4771",20200130,50,19,346.1,26.99,0.59841,3194.67
"4772",20200130,50,20,321,26.94,0.59845,2928.93
"4773",20200130,50,21,268.1,26.27,0.5985,2503.9
"4774",20200130,50,22,430.8,26.58,0.59854,4017.38
"4775",20200130,50,23,360,27.26,0.59855,3330.8
"4776",20200130,50,24,802.8,28.31,0.5986,6951.64
"4777",20200130,50,25,533,29.37,0.59866,4801.13
"4778",20200130,50,26,713.7,28.92,0.59871,6484.8
"4779",20200130,50,27,970.6,30.42,0.59877,7853.65
"4780",20200130,50,28,778.2,30.61,0.59886,6277.41
"4781",20200130,50,29,615.8,30.38,0.59897,5559.83
"4782",20200130,50,30,735.2,29.88,0.59904,6474.42
"4783",20200130,50,31,717.5,29.4,0.59914,5677.95
"4784",20200130,50,32,923.3,30.51,0.59924,6714.04
"4785",20200130,50,33,703.4,30.35,0.59933,5184.86
"4786",20200130,50,34,305.5,27.04,0.59944,2743.27
"4787",20200130,50,35,431.1,25.7,0.5995,3980.92
"4788",20200130,50,36,811.1,28.74,0.59953,6555.6
"4789",20200130,50,37,1002.7,30.71,0.59959,7275.54
"4790",20200130,50,38,609.3,29.61,0.59968,5021.54
"4791",20200130,50,39,531.1,29.49,0.59974,4076.33
"4792",20200130,50,40,783.8,29.92,0.5998,6000.66
"4793",20200130,50,41,525.2,30.2,0.5999,4255.06
"4794",20200130,50,42,391.2,29.74,0.59998,3470.66
"4795",20200130,50,43,721.75,30.23,0.6001,5551.9
"4796",20200130,50,44,683.3,30.06,0.60016,5197.34
"4797",20200130,50,45,566.5,30.63,0.60027,4278.19
"4798",20200130,50,46,813.45,30.82,0.60033,5770.81
"4799",20200130,50,47,595.5,30.44,0.60042,4568.19
"4800",20200130,50,48,556.4,30.52,0.60054,4442.45
"4801",20200130,50,49,350.6,29.95,0.6006,3137.06
"4802",20200130,50,50,910.9,29.92,0.60069,7116.75
"4803",20200130,50,51,278.2,30.96,0.60075,2278.56
"4804",20200130,50,52,240.6,28.88,0.6008,2111.99
"4805",20200130,50,53,228,28.55,0.60085,2022.77
"4806",20200130,50,54,349.4,24.4,0.60095,3358.5
"4807",20200130,50,55,157.9,25.12,0.60104,1412.53
"4808",20200130,50,56,301.1,24.88,0.60108,2807.81
"4809",20200130,50,57,556.5,26.38,0.60111,5205.28
"4810",20200130,50,58,333.6,27.84,0.60112,2954.42
"4811",20200130,50,59,124.8,26.3,0.60113,1093.67
"4812",20200130,50,60,4.2,24.3,0.60117,38.77
"4813",20200130,50,61,5.7,21.26,0.60135,41.82
"4814",20200130,50,62,5.8,20.72,0.60144,47.08
"4815",20200130,50,63,4.65,20.7,0.60152,32.56
"4816",20200130,50,64,3.9,20.62,0.60159,29.02
"4817",20200130,50,65,2.1,20.59,0.60159,18.91
"4818",20200130,50,66,2.1,20.62,0.60158,22.65
"4819",20200130,50,67,6.3,20.62,0.60159,43.86
"4820",20200130,50,68,7.1,20.53,0.60157,51.58
"4821",20200130,50,69,9.2,20.52,0.60156,69.66
"4822",20200130,50,70,12.2,20.62,0.60155,94.77
"4823",20200130,50,71,11.4,20.56,0.60163,85.34
"4824",20200130,50,72,11,20.55,0.60162,81.01
"4825",20200130,50,73,9.9,20.46,0.60161,75.59
"4826",20200130,50,74,8.4,20.46,0.60158,63.09
"4827",20200130,50,75,7.8,20.3,0.60156,58.87
"4828",20200130,50,76,5.9,20.18,0.60153,41.12
"4829",20200130,50,77,1.7,20.14,0.6015,16.08
"4830",20200130,50,78,0.1,20.12,0.60146,0
"4831",20200201,51,1,5.89,20.54,0.60115,36.98
"4832",20200201,51,2,7.7,20.48,0.60113,59.54
"4833",20200201,51,3,11.7,20.3,0.60113,88.37
"4834",20200201,51,4,15.2,20.21,0.60115,121.73
"4835",20200201,51,5,18.8,20.12,0.60113,158.93
"4836",20200201,51,6,25.8,19.99,0.6011,211.28
"4837",20200201,51,7,33.3,20.08,0.60109,287.96
"4838",20200201,51,8,45.3,20.21,0.6011,391.74
"4839",20200201,51,9,57.6,20.32,0.60109,500.51
"4840",20200201,51,10,63.7,20.59,0.60108,568.17
"4841",20200201,51,11,69.5,20.83,0.60106,622.86
"4842",20200201,51,12,81.6,20.96,0.60104,730.55
"4843",20200201,51,13,97.7,21.13,0.60103,882.59
"4844",20200201,51,14,132.1,21.42,0.60103,1200.14
"4845",20200201,51,15,163,21.73,0.60104,1487.29
"4846",20200201,51,16,195.2,22.21,0.60104,1786.52
"4847",20200201,51,17,223.6,22.77,0.60103,2041.55
"4848",20200201,51,18,241.7,23.26,0.60102,2195.72
"4849",20200201,51,19,262.7,23.86,0.601,2394.04
"4850",20200201,51,20,279.5,24.48,0.60097,2538.9
"4851",20200201,51,21,319.9,25.46,0.60095,2910.26
"4852",20200201,51,22,371,25.7,0.60094,3386.69
"4853",20200201,51,23,469.1,25.91,0.60095,4307.91
"4854",20200201,51,24,465.3,27.13,0.60095,4237.64
"4855",20200201,51,25,508.4,27.26,0.60097,4641.13
"4856",20200201,51,26,525.5,27.74,0.60097,4727.1
"4857",20200201,51,27,437.7,28.61,0.60095,3933.88
"4858",20200201,51,28,356.6,27.97,0.60094,3223.43
"4859",20200201,51,29,332.7,27.47,0.60093,3027.86
"4860",20200201,51,30,330,27.31,0.60093,3007.92
"4861",20200201,51,31,352.7,26.78,0.60093,3196.78
"4862",20200201,51,32,410.2,28.29,0.60091,3715.45
"4863",20200201,51,33,483.1,28.49,0.6009,4358.98
"4864",20200201,51,34,479.3,28.57,0.60089,4300.76
"4865",20200201,51,35,600.1,28.85,0.60087,5356.55
"4866",20200201,51,36,1172.4,30.07,0.6009,8381.19
"4867",20200201,51,37,1060.1,30.87,0.6009,8040.14
"4868",20200201,51,38,960.7,30.23,0.60091,7972.85
"4869",20200201,51,39,1065.1,30.56,0.60092,8299.95
"4870",20200201,51,40,918.1,32.42,0.60093,6993.09
"4871",20200201,51,41,703.1,30.49,0.60095,6025
"4872",20200201,51,42,716.8,29.95,0.60098,6204.11
"4873",20200201,51,43,906.8,30.38,0.60099,7695.27
"4874",20200201,51,44,758.6,31.36,0.60101,6311.99
"4875",20200201,51,45,681.8,30.36,0.60102,5931.57
"4876",20200201,51,46,725.5,30.16,0.60105,6308.26
"4877",20200201,51,47,849.3,32.01,0.60104,7277.49
"4878",20200201,51,48,576.4,31.42,0.60105,4910.84
"4879",20200201,51,49,786.8,31.46,0.60107,6425.34
"4880",20200201,51,50,698.2,31.07,0.6011,6004.77
"4881",20200201,51,51,628.2,32.09,0.60112,5426.92
"4882",20200201,51,52,452.1,31.21,0.60114,3867.28
"4883",20200201,51,53,667.7,31.3,0.60117,5843.13
"4884",20200201,51,54,580.7,32.97,0.60119,5071.23
"4885",20200201,51,55,518.7,32.69,0.60118,4394.42
"4886",20200201,51,56,532.9,32.34,0.60124,4516.61
"4887",20200201,51,57,243.5,30.03,0.60126,2185.54
"4888",20200201,51,58,273.6,28.96,0.60126,2429.19
"4889",20200201,51,59,209.2,30.61,0.60126,1802.17
"4890",20200201,51,60,171.1,29.49,0.60123,1436.9
"4891",20200201,51,61,148.7,29.68,0.60121,1235.86
"4892",20200201,51,62,179.6,28.78,0.60123,1523.28
"4893",20200201,51,63,237.7,30.59,0.60122,1887.54
"4894",20200201,51,64,181.4,30.08,0.6012,1435.85
"4895",20200201,51,65,134.9,29.28,0.60118,1130.79
"4896",20200201,51,66,91.6,28.04,0.60116,781.66
"4897",20200201,51,67,64.7,27.57,0.60115,553.92
"4898",20200201,51,68,46.7,27.29,0.60112,397.55
"4899",20200201,51,69,34.5,26.99,0.6011,288.34
"4900",20200201,51,70,20.2,26.4,0.6011,167.94
"4901",20200201,51,71,20.8,25.15,0.60117,165.98
"4902",20200201,51,72,28.8,21.94,0.60124,228.93
"4903",20200201,51,73,26.3,20.91,0.60125,209.98
"4904",20200201,51,74,7.5,20.92,0.60122,54.99
"4905",20200202,52,1,5.56,22.21,0.60049,48.46
"4906",20200202,52,2,10.6,22.29,0.60046,82.8
"4907",20200202,52,3,15.4,22.42,0.60044,126.7
"4908",20200202,52,4,20.2,22.38,0.60039,167.41
"4909",20200202,52,5,28.2,22.44,0.60037,236.7
"4910",20200202,52,6,37,22.6,0.60035,315.67
"4911",20200202,52,7,39.1,22.79,0.60031,334.34
"4912",20200202,52,8,49.5,22.99,0.60027,429.28
"4913",20200202,52,9,68.9,23.21,0.60026,614.26
"4914",20200202,52,10,97.1,23.45,0.60026,875.48
"4915",20200202,52,11,136.3,23.82,0.60024,1238.06
"4916",20200202,52,12,207.6,24.52,0.60024,1917.35
"4917",20200202,52,13,267.3,25.35,0.60026,2476.11
"4918",20200202,52,14,307.3,26.55,0.60028,2819.08
"4919",20200202,52,15,301.9,27.2,0.60028,2758.5
"4920",20200202,52,16,292.6,27.51,0.60029,2662.93
"4921",20200202,52,17,316.2,27.27,0.6003,2869.04
"4922",20200202,52,18,353.1,27.84,0.60029,3207.45
